action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Stationary,3,Object Transfer,#C C closes tap,Closing a tap is a brief action with minimal body motion.,r001,Cooking,Gold,,337.7214809546634,04ac4c40-22fd-42aa-a7f0-ee597ffb7058
Search,3,,#C C looks around,Visual search or monitoring involves head movement and observation.,r001,Cooking,Gold,,1176.2305909546635,04ac4c40-22fd-42aa-a7f0-ee597ffb7058
Object Transfer,3,,#C C throws egg shells in to the dustbin,Logistics step involving picking up and disposing of egg shells.,r001,Cooking,Gold,,2257.6889009546635,04ac4c40-22fd-42aa-a7f0-ee597ffb7058
Stationary,3,,#C C holds the phone,"Low body/hand motion, holding position.",r001,Cooking,Gold,,3524.931480954664,04ac4c40-22fd-42aa-a7f0-ee597ffb7058
Locomotion,3,,#C C moves around the kitchen,"Body moving through space, indicative of walking or moving around.",r001,Cooking,Gold,,396.2258660916505,055f3cf1-1133-4260-b5a0-31e7ca1726a1
Stationary,3,Essential Operation,#C C eats bread,"Low body/hand motion, eating is a relatively stationary activity.",r001,Cooking,Bad,,512.4828660916505,055f3cf1-1133-4260-b5a0-31e7ca1726a1
Essential Operation,3,,#C C cleans a spoon,Core manual task involving high hand activity.,r001,Cooking,Gold,,617.4381276136719,055f3cf1-1133-4260-b5a0-31e7ca1726a1
Object Transfer,3,,#C C closes the bin,Logistics action involving the closure of a bin.,r001,Cooking,Gold,,1319.7035412757812,055f3cf1-1133-4260-b5a0-31e7ca1726a1
Locomotion,3,,#C C rides a bike,"Body moving through space, high body acceleration.",r001,Mechanical Repair,Gold,,406.01219,0afbf08b-09a5-4c15-a85a-5ebf88866443
Essential Operation,3,,#C C irons the shirt.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,609.5755924964844,0e529f0a-6432-4f2c-bbd1-e495c019f600
Object Transfer,3,Essential Operation,#C C adjusts the wood on the slider,Logistics step involving the placement or adjustment of an object.,r001,Carpentry,Bad,,230.2547096,119cd9ee-665e-477c-a271-80c06e78e3d4
Stationary,3,Essential Operation,#C C adjusts the wood on the slider,Adjusting the position of the wood likely involves minimal body movement and could be done with small hand adjustments.,r001,Carpentry,Bad,,236.7743196,119cd9ee-665e-477c-a271-80c06e78e3d4
Essential Operation,3,,#C C cuts off a piece of the wood with the saw,Core task involving high hand activity and focused manual operation.,r001,Carpentry,Gold,,241.2297396,119cd9ee-665e-477c-a271-80c06e78e3d4
Essential Operation,3,,#C C cuts a piece of the wood with the saw,Core task involving high hand activity.,r001,Carpentry,Gold,,357.7623909546634,119cd9ee-665e-477c-a271-80c06e78e3d4
Essential Operation,3,,#C C adjusts the wood on the slider,"Adjusting the wood on the slider involves precise manual task, high hand activity.",r001,Carpentry,Gold,,462.5154009546634,119cd9ee-665e-477c-a271-80c06e78e3d4
Locomotion,3,,#C C walks to the other rear car door.,"Body moving through space, involves walking.",r001,Cleaning,Gold,,391.1396709546634,1321d3aa-dc41-4bee-94a7-559536885b88
Object Transfer,3,,#C C places the knife on the whetstone,"Logistics step, placing an object.",r001,Mechanical Repair,Gold,,848.5496170518638,150c104e-f9bd-4a81-b885-0e8b9968cada
Essential Operation,3,,#C C sharpens the knife with the whetstone,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,974.3443470518638,150c104e-f9bd-4a81-b885-0e8b9968cada
Essential Operation,3,,#C C turns the knife.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,1900.308345032292,150c104e-f9bd-4a81-b885-0e8b9968cada
Search,3,,#C C looks on the knife edges.,"Head movement (visual inspection), hands mostly still.",r001,Mechanical Repair,Gold,,1933.156435032292,150c104e-f9bd-4a81-b885-0e8b9968cada
Essential Operation,3,,#C C sharpens the knife.,Core manual task with high hand activity.,r001,Mechanical Repair,Gold,,2130.012265032292,150c104e-f9bd-4a81-b885-0e8b9968cada
Essential Operation,3,,#C C wipes the knife.,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,2334.8849327775088,150c104e-f9bd-4a81-b885-0e8b9968cada
Object Transfer,3,,#C C puts the iron box on the iron board hanger,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,,334.56623836562505,18a2984e-01d1-41f1-8c0e-2b314c8c233f
Essential Operation,3,,#C C irons cloth with an iron box,Core manual task involving repetitive hand movements.,r001,Cleaning,Gold,,544.789668365625,18a2984e-01d1-41f1-8c0e-2b314c8c233f
Stationary,3,Essential Operation,#C C regulates the iron box,Adjusting or regulating an appliance typically involves minimal body movement.,r001,Cleaning,Bad,,641.0900421875776,18a2984e-01d1-41f1-8c0e-2b314c8c233f
Stationary,3,,#C C adjusts cloth on the iron board,"Low body/hand motion, fine adjustment.",r001,Cleaning,,Skip,1140.154998905176,18a2984e-01d1-41f1-8c0e-2b314c8c233f
Stationary,3,,#C C moves his right hand,"Low body/hand motion, likely minor hand movement during stationary activity.",r001,Desk Work,Gold,,235.6393896,1a79947a-72c2-4186-b2b2-463640e00b23
Stationary,3,,#C C looks at the monitor,"Low body/hand motion, focused attention.",r001,Desk Work,,Skip,339.0364009546634,1a79947a-72c2-4186-b2b2-463640e00b23
Essential Operation,3,,#C C writes on the book,Core manual task involving high hand activity.,r001,Desk Work,Gold,,404.3024109546634,1a79947a-72c2-4186-b2b2-463640e00b23
Search,3,,#C C looks at the monitor,"Head movement (visual search), hands mostly still.",r001,Desk Work,,Skip,522.2006009546634,1a79947a-72c2-4186-b2b2-463640e00b23
Stationary,3,,#C C clicks the mouse,"Low body/hand motion, mostly finger movement.",r001,Desk Work,Gold,,1027.9182109546634,1a79947a-72c2-4186-b2b2-463640e00b23
Stationary,3,,#c c talks,"Low body/hand motion, typically involves speaking without significant movement.",r001,Desk Work,Gold,,2411.7285609546634,1a79947a-72c2-4186-b2b2-463640e00b23
Essential Operation,3,,#C C mops the floor with the napkin.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,93.1289996,1bfe5ac2-cbf8-4364-8a30-60d97dd395df
Essential Operation,3,,#C C mops the floor with the napkin with her right hand.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,317.2199509546634,1bfe5ac2-cbf8-4364-8a30-60d97dd395df
Object Transfer,3,,#C C puts peels in bag,Logistics step of putting peels into a bag.,r001,Cooking,Gold,,591.6899019333334,254e8485-eb84-461a-aed5-a71716588fad
