action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Stationary,4,,#O person X holds cards,"The action of holding cards is a low-energy, static activity.",r001,Playing Instrument,Gold,,420.9375187026078,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Object Transfer,4,,#O person X places card down,"The action involves picking up or putting down an object, which is a logistics step.",r001,Playing Instrument,Gold,,423.5282787026079,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Stationary,4,Object Transfer,#C C aligns card,"The action 'aligns card' suggests a precise, controlled movement with minimal body motion.",r001,Playing Instrument,Bad,,628.3011821677084,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Stationary,4,Search,#O person X stares at cards,"Low body/hand motion, visual focus without movement.",r001,Playing Instrument,Bad,,1054.6285827880183,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Stationary,4,,#C C holds cards together,"Holding cards together involves minimal movement, indicating a stationary action.",r001,Playing Instrument,Gold,,1162.3458452666666,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Stationary,4,Object Transfer,#O Woman Y puts card down,"The action 'puts card down' suggests a brief, low-energy movement.",r001,Playing Instrument,Bad,,1525.7344653695222,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Object Transfer,4,,#O Woman Y puts card down,"Action involves putting something down, which is a logistics step.",r001,Playing Instrument,Gold,,1551.836115369522,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Stationary,4,Object Transfer,#O woman Y shuffles cards,"The action of shuffling cards is a manual task but does not involve significant body movement, thus classified as Stationary.",r001,Playing Instrument,Bad,,2976.8998055010416,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Object Transfer,4,,#C C lifts card,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,Gold,,3359.8645586,02cf2e59-26be-43be-a4d9-7d6cbcfd0898
Essential Operation,4,,#C C adjusts the cut-out with his left hand,Core task involving high hand activity to adjust the cut-out.,r001,Carpentry,Gold,,383.3828809546634,0971527a-6cd3-4c82-9d94-09b3565f4505
Essential Operation,4,,#C C ties the cable tie around wires with both hands,Core manual task involving high hand activity.,r001,Carpentry,Gold,,409.2407309546634,0971527a-6cd3-4c82-9d94-09b3565f4505
Object Transfer,4,,#C C puts the scissors back in his pocket with his right hand,Logistics step involving placing an object.,r001,Carpentry,Gold,,493.8847209546634,0971527a-6cd3-4c82-9d94-09b3565f4505
Essential Operation,4,,#C C arranges wires with both hands,Core manual task involving high hand activity.,r001,Carpentry,Gold,,575.5141276213301,0971527a-6cd3-4c82-9d94-09b3565f4505
Stationary,4,,#C C holds a loose wire with his left hand,"Low body/hand motion, holding an object.",r001,Carpentry,Gold,,593.20385762133,0971527a-6cd3-4c82-9d94-09b3565f4505
Locomotion,4,Object Transfer,#C C lifts #unsure,The action of lifting an object suggests movement and could involve standing up or moving the body through space.,r001,Cleaning,Bad,,66.50942959999999,0a90656a-eac8-49fa-a253-78f5626c8d5c
Stationary,4,,#C C holds the oven tray,"Low body/hand motion, holding an object.",r001,Cleaning,Gold,,221.1639696,0a90656a-eac8-49fa-a253-78f5626c8d5c
Object Transfer,4,,#C C picks felt cloth from the countertop,Logistics step involving picking up an object.,r001,Cleaning,Gold,,251.2472696,0a90656a-eac8-49fa-a253-78f5626c8d5c
Stationary,4,Object Transfer,#C C pushes the weighing scale,"The action involves pushing a weighing scale, which is likely a brief and localized movement, indicating low overall body and hand motion.",r001,Cleaning,Bad,,352.1556409546634,0a90656a-eac8-49fa-a253-78f5626c8d5c
Essential Operation,4,,#C C wipes the weighing scale,Core task involving high hand activity.,r001,Cleaning,Gold,,357.2777609546634,0a90656a-eac8-49fa-a253-78f5626c8d5c
Essential Operation,4,,#C C wipes the top of the car with the rag,Core task involving high hand activity.,r001,Cleaning,Gold,,32.04531,0c8c2f4b-a006-47ca-8826-133af1dfb632
Object Transfer,4,,#C C drops the rag on a keg,"[CtxFixed] The action of dropping the rag onto a keg appears to be a deliberate placement of the object, which fits the criteria for 'Object Transfer'.",r001,Cleaning,Gold,,44.15244,0c8c2f4b-a006-47ca-8826-133af1dfb632
Locomotion,4,,#C C walks to the other side of the car,"Body moving through space, high body acceleration.",r001,Cleaning,Gold,,108.93821,0c8c2f4b-a006-47ca-8826-133af1dfb632
Stationary,4,,#C C stops spraying the car with the water from the water hose.,"Low body/hand motion, indicating an idle or paused state.",r001,Cleaning,Gold,,137.87422,0c8c2f4b-a006-47ca-8826-133af1dfb632
Object Transfer,4,,#C C puts celery in the cooking pot,Logistics step involving moving an object.,r001,Cooking,Gold,,7.2976686,0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73
Essential Operation,4,,#C C cooks the food,"Core task, high hand activity.",r001,Cooking,Gold,,53.4141986,0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73
Object Transfer,4,,#C C picks the spinach from the bag,Logistics step involving picking up an object.,r001,Cooking,Gold,,73.4481486,0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73
Object Transfer,4,,#C C puts spinach on the cooking pot,Logistics step involving picking up and placing the spinach.,r001,Cooking,Gold,,77.5104286,0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73
Object Transfer,4,,#C C closes a bottle of cooking oil,"Closing a bottle involves picking up and putting down the object, which is a logistics step.",r001,Cooking,Gold,,158.11587859999997,0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73
Search,4,,#C C checks the food,"Head movement (visual inspection), hands mostly still.",r001,Cooking,Gold,,292.6746184474122,0d1b2c6a-e71a-4aa1-8a40-2c877b34aa73
Locomotion,4,,#C C walks out of the building.,Body moving through space (walking).,r001,Carpentry,Gold,,6.5621596,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,4,,#C C drops the toolbox on his right hand.,"[CtxFixed] The action of dropping the toolbox is a deliberate placement of the object, which fits the criteria for 'Object Transfer'.",r001,Carpentry,Gold,,19.2689796,127392a3-036a-4af6-9db9-ca00141229db
Essential Operation,4,,#C C plasters the wall of the building with the cement.,Core manual task involving high hand activity.,r001,Carpentry,Gold,,204.9000196,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,4,,#C C drops the drilling machine at the other side of the scaffold.,"[CtxFixed] The action of dropping the drilling machine at the other side of the scaffold appears to be a deliberate placement, indicating an intention to move the object to a specific location.",r001,Carpentry,Gold,,278.2509896,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,4,,#C C carries the drilling machine.,"Body moving through space with an object, high body acceleration.",r001,Carpentry,Gold,,294.1289509546634,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,4,,#C C walks toward the the scaffold steps.,Body moving through space (walking).,r001,Carpentry,Gold,,405.2100209546634,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,4,,#C C climbs up to the step of the scaffold.,"Body moving through space, involves movement to a higher elevation.",r001,Carpentry,Gold,,414.7188309546634,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,4,,#C C drops the plier and the plastic material. #unsure,"[CtxFixed] The action of dropping the plier and the plastic material onto a surface can be considered a deliberate placement, which fits the criteria for 'Object Transfer'.",r001,Carpentry,Gold,,461.5309309546634,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,4,,#C C drops the drilling machine.,"[CtxFixed] The action of dropping the drilling machine can be interpreted as a deliberate placement of the object onto a surface, which fits the definition of 'Object Transfer'.",r001,Carpentry,Gold,,493.8133809546634,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,4,,#C C drops the drilling machine wire plug.,"[CtxFixed] The action of dropping the drilling machine wire plug is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'.",r001,Carpentry,Gold,,555.24416562133,127392a3-036a-4af6-9db9-ca00141229db
Object Transfer,4,,#C C passes the wire plug through the rods of the scaffold.,Logistics step involving passing an object.,r001,Carpentry,Gold,,564.0811356213301,127392a3-036a-4af6-9db9-ca00141229db
Stationary,4,Essential Operation,#C C ties the plug around the scaffold.,The action of tying a plug is a fine motor skill that likely involves minimal body movement.,r001,Carpentry,Bad,,573.57430762133,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,4,,#C C climbs up the scaffold.,"Body moving through space, involves climbing which results in high body acceleration.",r001,Carpentry,Gold,,616.5504276213301,127392a3-036a-4af6-9db9-ca00141229db
Locomotion,4,,#O person W crosses the road.,"Body moving through space, indicative of walking.",r001,Walking Outdoors,Gold,,265.2582686,12d9adba-9c43-4445-8d52-9f7c8c169255
Locomotion,4,,#O person I walks opposite direction of C.,Body moving through space in a walking motion.,r001,Walking Outdoors,Gold,,774.5047085055991,12d9adba-9c43-4445-8d52-9f7c8c169255
Essential Operation,4,,#C C fetches water,"Fetching water involves a core manual task, likely involving a pitcher or faucet.",r001,Cleaning,Gold,,464.9203586,15afbcca-8b44-4330-88bd-1de820866b9d
Locomotion,4,,#C C walks back to the sit,Body moving through space (walking).,r001,Cleaning,Gold,,652.1121086,15afbcca-8b44-4330-88bd-1de820866b9d
Essential Operation,4,Stationary,#C C eats banana,"Core manual task involving eating, which involves high hand activity.",r001,Cleaning,Bad,,730.1333486000001,15afbcca-8b44-4330-88bd-1de820866b9d
Object Transfer,4,,#C C takes a cup of tea,Logistics step involving picking up or moving an object.,r001,Cleaning,Gold,,764.9083686000001,15afbcca-8b44-4330-88bd-1de820866b9d
Object Transfer,4,,#C C puts the banana down,Logistics step involving placing an object.,r001,Cleaning,Gold,,1232.0107386,15afbcca-8b44-4330-88bd-1de820866b9d
Stationary,4,Search,#C C browses on a phone,"Low body/hand motion, mostly hand activity while browsing.",r001,Cleaning,Bad,,2206.4339286000004,15afbcca-8b44-4330-88bd-1de820866b9d
Stationary,4,,#C C holds the s bottle,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,,2260.6823286000003,15afbcca-8b44-4330-88bd-1de820866b9d
Stationary,4,,#C C eats chips,"Low body/hand motion, eating chips typically involves minimal movement.",r001,Cleaning,Gold,,2369.6299786000004,15afbcca-8b44-4330-88bd-1de820866b9d
Essential Operation,4,,#C C ties the bread,"Core manual task involving hands, likely with repetitive motion.",r001,Cleaning,Gold,,2808.5748886,15afbcca-8b44-4330-88bd-1de820866b9d
Object Transfer,4,,#C C picks up another drug packet,Logistics action of picking up an object.,r001,Cleaning,Gold,,2873.0636986,15afbcca-8b44-4330-88bd-1de820866b9d
Stationary,4,,#C C holds his clothes,"Low body/hand motion, holding clothes without movement.",r001,Cooking,Gold,,58.3601186,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Essential Operation,4,,#C C hits the egg against the edge of the bowl,Core task involving high hand activity.,r001,Cooking,Gold,,102.2798086,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C closes the microwave,"Closing the microwave involves a specific action (opening/closing), which falls under logistics.",r001,Cooking,Gold,,145.8244086,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C puts the bottle in the drawer,Logistics/Setup step involving placing an object.,r001,Cooking,Gold,,188.3208886,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Essential Operation,4,,#C C tears the plastic bag,Core task involving manual dexterity with high hand activity.,r001,Cooking,Gold,,302.89660860000004,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,4,,#C C holds the mixer machine,"Low body/hand motion, holding an object without movement.",r001,Cooking,Gold,,331.0542686,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C moves the weighing scale,Logistics/moving an object (weighing scale).,r001,Cooking,Gold,,341.33553860000006,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Essential Operation,4,,#C C cuts the carrot,"Core task, high hand activity.",r001,Cooking,Gold,,357.0080686,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,4,Essential Operation,#C C turns off the mixer machine,Turning off a machine is a brief action with minimal motion.,r001,Cooking,Bad,,364.6800786,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,4,,#C C holds the carrot remain with the other hand,"Low body/hand motion, holding object without moving.",r001,Cooking,Gold,,433.4134486,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C opens the mixer,"Logistics step, opening an object.",r001,Cooking,Gold,,578.0335994843899,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Locomotion,4,,#C C walks away from the mixer,Body moving through space (walking).,r001,Cooking,Gold,,590.1744794843898,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Locomotion,4,,#C C walks away from the cabinet,Body moving through space (walking).,r001,Cooking,Gold,,622.5453094843899,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C moves the packet,Logistics step involving moving an object.,r001,Cooking,Gold,,640.1952094843899,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Essential Operation,4,Object Transfer,#C C pushes the cutting board,"Core task, high hand activity.",r001,Cooking,Bad,,641.7241294843899,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,4,,#C C holds the mixing device,"Low body/hand motion, holding position.",r001,Cooking,Gold,,931.949537144922,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C puts down the packet,"Logistics step, short burst of hand motion.",r001,Cooking,Gold,,1063.252817144922,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Stationary,4,,#C C holds the mixing machine,"Low body/hand motion, holding position.",r001,Cooking,Gold,,1088.954397144922,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C opens the dish holder,Logistics action involving opening a drawer or holder.,r001,Cooking,Gold,,1200.2977753138673,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C puts down the plastic paper,Logistics step involving placing an object.,r001,Cooking,Gold,,1246.8118753138674,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Object Transfer,4,,#C C moves the plastic,Logistics step involving moving an object.,r001,Cooking,Gold,,1251.4292353138671,15d2dc4a-b935-49f4-ae91-4c9100b681c8
Search,4,,#C C goes through plastic lids,"Implies visual search through items, head movement likely.",r001,Cooking,Gold,,80.41926959999999,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,4,,#C C interacts with man X,"Low body/hand motion, likely involves talking or gesturing.",r001,Cooking,Gold,,271.78576960000004,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Locomotion,4,,#O child A walks,Body moving through space (walking).,r001,Cooking,Gold,,323.7630709546634,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Locomotion,4,,#O man X walks,"Body moving through space, indicative of walking.",r001,Cooking,Gold,,350.4933809546634,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,4,,#C C talks to child A,Low body/hand motion.,r001,Cooking,Gold,,479.7275509546634,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Essential Operation,4,,#O man X spreads the butter on the yorkshire pudding,Core task involving hands with high activity.,r001,Cooking,Gold,,479.7275509546634,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,4,,#O man X eats,Eating involves minimal movement and is generally a stationary activity.,r001,Cooking,Gold,,559.1308242879968,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Object Transfer,4,,#O man X picks the yorkshire pudding in the plate,Logistics step involving picking up an object.,r001,Cooking,Gold,,588.4212842879967,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Object Transfer,4,,#O man X scoops the peanut in the bowl,Logistics step involving picking up and putting down the peanut.,r001,Cooking,Gold,,589.7420742879967,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
Stationary,4,,#O man X points C,"Low body/hand motion, pointing involves minimal movement.",r001,Cooking,Gold,,598.0472642879968,1635447d-f96f-4f1b-8e02-faaebcd8a6d2
