"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Stationary",1435,"1",11,"","2026-03-02T01:57:30.706663Z",8,2067,"","no",0,0.0,0,1435,97.346,"#C C conserves with a man X","conserves with man x","Low body/hand motion, likely involves speaking.","r002","Cleaning","","silver",0.0210286,"2026-03-02T01:57:30.706681Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1436,"1",11,"","2026-03-02T01:57:56.952163Z",3,11392,"","no",0,0.0,0,1436,23.57,"#C C picks the shoes from the washing machine","picks shoes from washing machine","Logistics step involving picking up objects.","r002","Cleaning","","silver",104.4605386,"2026-03-02T01:57:56.952186Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1437,"1",11,"","2026-03-02T01:58:01.120410Z",4,6527,"","no",0,0.0,0,1437,3.66,"#C C drops the shoes","drops shoes","[CtxFixed] The action of dropping the shoes is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.","r002","Cleaning","","silver",108.5839886,"2026-03-02T01:58:01.120429Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Stationary",1438,"1",11,"Object Transfer","2026-03-02T01:58:48.027545Z",37,114,"watchlist_verb","yes",0,0.0,0,1438,43.863,"#C C closes the washing machine","closes washing machine","Low energy motion, mostly hand activity.","r002","Cleaning","","silver",122.4551086,"2026-03-02T01:58:48.027564Z","Bad","01111831-9107-43c4-bf0e-6b26e9b32a2b","yes"
"Stationary",1439,"1",11,"Essential Operation","2026-03-02T01:59:03.463317Z",3,8665,"watchlist_verb","yes",0,0.0,0,1439,13.913,"#C C adjusts the washing machine","adjusts washing machine","Adjusting a machine typically involves minimal body movement and is more about interaction with the machine's controls.","r002","Cleaning","","silver",124.7250986,"2026-03-02T01:59:03.463337Z","Bad","01111831-9107-43c4-bf0e-6b26e9b32a2b","yes"
"Stationary",1440,"1",11,"Search","2026-03-02T02:00:25.202769Z",7,3105,"","no",0,0.0,0,1440,80.879,"#C C watches the laptop","watches laptop","Low body/hand motion, focused attention.","r002","Cleaning","","silver",1116.6940186,"2026-03-02T02:00:25.202786Z","Bad","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1441,"1",11,"","2026-03-02T02:00:31.752767Z",5,4541,"","no",0,0.0,0,1441,4.708,"#C C drops the bedsheet on the bed","drops bedsheet on bed","[CtxFixed] The action of dropping the bedsheet onto the bed is a deliberate placement, which fits the definition of 'Object Transfer'.","r002","Cleaning","","silver",2129.6635553125,"2026-03-02T02:00:31.752787Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1442,"1",11,"","2026-03-02T02:00:38.023861Z",3,10379,"","no",0,0.0,0,1442,5.41,"#C C lifts the bed sheet","lifts bed sheet","The action involves picking up the bed sheet, which is a logistics step.","r002","Cleaning","","silver",2130.9970353125,"2026-03-02T02:00:38.023877Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1443,"1",11,"","2026-03-02T02:00:41.684488Z",11,1200,"","no",0,0.0,0,1443,2.726,"#C C picks a pillow case","picks pillow case","Logistics step, picking up an object.","r002","Cleaning","","silver",2194.429910954664,"2026-03-02T02:00:41.684506Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1444,"1",11,"","2026-03-02T02:00:44.702098Z",27,220,"","no",0,0.0,0,1444,1.816,"#C C picks a pillow","picks pillow","Logistics step, picking up an object.","r002","Cleaning","","silver",2206.259840954664,"2026-03-02T02:00:44.702117Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1445,"1",11,"","2026-03-02T02:00:47.275850Z",4,7171,"","no",0,0.0,0,1445,1.543,"#C C picks pillows","picks pillows","Logistics step involving picking up objects.","r002","Cleaning","","silver",2224.579190954664,"2026-03-02T02:00:47.275867Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Stationary",1446,"1",11,"","2026-03-02T02:00:50.873829Z",4,5913,"watchlist_verb","yes",0,0.0,0,1446,2.832,"#C C holds bedsheet","holds bedsheet","Holding an object with minimal movement.","r002","Cleaning","","silver",2275.446060954664,"2026-03-02T02:00:50.873850Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","yes"
"Object Transfer",1447,"1",11,"Essential Operation","2026-03-02T02:01:01.361281Z",6,4049,"","no",1,1.0,1,1447,9.621,"#C C tucks bedsheet","tucks bedsheet","Logistics of arranging the bedsheet, involves picking up and placing the sheet.","r002","Cleaning","","silver",2280.054940954664,"2026-03-02T02:01:01.361297Z","Bad","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Search",1448,"1",11,"","2026-03-02T02:01:07.512189Z",4,6747,"","no",0,0.0,0,1448,5.1,"#C C looks at bed","looks at bed","Head movement (visual inspection), hands mostly still.","r002","Cleaning","","silver",2305.501630954664,"2026-03-02T02:01:07.512206Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1449,"1",11,"","2026-03-02T02:01:10.471665Z",3,11178,"","no",0,0.0,0,1449,2.069,"#C C picks duvet cover","picks duvet cover","Logistics step involving picking up an object.","r002","Cleaning","","silver",2386.186160954664,"2026-03-02T02:01:10.471683Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Stationary",1450,"1",11,"Essential Operation","2026-03-02T02:01:16.708334Z",5,5610,"","no",0,0.0,0,1450,5.206,"#C C stretches duvet cover","stretches duvet cover","Stretches involve minimal movement and are generally low energy.","r002","Cleaning","","silver",2433.923360954664,"2026-03-02T02:01:16.708351Z","Bad","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Stationary",1451,"1",11,"","2026-03-02T02:55:46.453639Z",5,5568,"","no",0,0.0,0,1451,13.792,"#C C stares at the bed","stares at bed","Low body/hand motion, indicating an idle or waiting state.","r002","Cleaning","","silver",2479.859108645833,"2026-03-02T02:55:46.453655Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Stationary",1452,"1",11,"Essential Operation","2026-03-02T02:56:51.815820Z",4,8130,"","no",0,0.0,0,1452,64.646,"#C C spreads the bed","spreads bed","The action of spreading a bed is typically performed while standing or sitting in one place, with minimal body movement.","r002","Cleaning","","silver",2573.725778645833,"2026-03-02T02:56:51.815838Z","Bad","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Locomotion",1453,"1",11,"","2026-03-02T02:56:56.478786Z",3,9006,"watchlist_verb","yes",0,0.0,0,1453,3.945,"#C C moves around the bedroom","moves around bedroom","Body moving through space, indicative of movement around the room.","r002","Cleaning","","silver",2635.595518645833,"2026-03-02T02:56:56.478802Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","yes"
"Object Transfer",1454,"1",11,"","2026-03-02T02:57:09.385329Z",3,11135,"","no",0,0.0,0,1454,11.793,"#C C picks the cloths on the floor","picks cloths on floor","Logistics step involving picking up an object.","r002","Cleaning","Essential Operation","silver",2646.1448186458333,"2026-03-02T02:57:09.385348Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Locomotion",1455,"1",11,"","2026-03-02T02:57:13.402615Z",10,1557,"","no",0,0.0,0,1455,3.405,"#C C walks in the bedroom","walks in bedroom","Body moving through space (walking).","r002","Cleaning","","silver",2652.035618645833,"2026-03-02T02:57:13.402631Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1456,"1",11,"","2026-03-02T04:14:06.807274Z",5,4339,"watchlist_verb","yes",0,0.0,0,1456,9.797,"# C C opens the laundry machine","opens laundry machine","Opening the laundry machine is a logistics step involving interaction with an object.","r002","Cleaning","","silver",2690.9459486458336,"2026-03-02T04:14:06.807302Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","yes"
"Stationary",1457,"1",11,"Essential Operation","2026-03-02T04:14:18.827827Z",7,3016,"","no",0,0.0,0,1457,10.855,"#C C sets the washing machine","sets washing machine","Setting the washing machine involves minimal movement.","r002","Cleaning","","silver",2694.9964486458334,"2026-03-02T04:14:18.827845Z","Bad","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Essential Operation",1458,"1",11,"","2026-03-02T04:14:29.382606Z",9,1827,"","no",0,0.0,0,1458,8.91,"#C C pours the detergent in the washing machine","pours detergent in washing machine","Core task involving high hand activity.","r002","Cleaning","","silver",2709.388048645834,"2026-03-02T04:14:29.382626Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Locomotion",1459,"1",11,"","2026-03-02T20:46:30.329244Z",5,5741,"","no",0,0.0,0,1459,2444.804,"#C C walks towards a room","walks towards room","Body moving through space, indicative of walking.","r002","Cleaning","","silver",2727.4850186000003,"2026-03-02T20:46:30.329262Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Search",1460,"1",11,"","2026-03-02T20:48:02.562606Z",3,10495,"","no",0,0.0,0,1460,87.811,"#C C looks on the left","looks on left","Head movement (visual search), hands mostly still.","r002","Cleaning","","silver",2801.1015886000005,"2026-03-02T20:48:02.562623Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Object Transfer",1461,"1",11,"","2026-03-02T20:48:11.164140Z",5,5649,"","no",0,0.0,0,1461,7.288,"#C C takes the phone on the table","takes phone on table","Logistics step, picking up an object.","r002","Cleaning","","silver",3568.124661979167,"2026-03-02T20:48:11.164155Z","Gold","01111831-9107-43c4-bf0e-6b26e9b32a2b","no"
"Stationary",1462,"1",11,"","2026-03-02T20:48:28.213085Z",3,8825,"watchlist_verb","yes",0,0.0,0,1462,15.626,"#C C holds lighting cables with both hands","holds lighting cables with both hands","Low body/hand motion, holding position.","r002","Carpentry","","silver",132.59092,"2026-03-02T20:48:28.213111Z","Gold","03be7d83-7394-45b9-9f36-b55ad721aee1","yes"
"Stationary",1463,"1",11,"","2026-03-02T21:18:53.452367Z",7,2484,"watchlist_verb","yes",0,0.0,0,1463,1823.286,"#C C holds lighting cables with the left hand","holds lighting cables with left hand","Low body/hand motion, holding position.","r002","Carpentry","","silver",151.70267,"2026-03-02T21:18:53.452385Z","Gold","03be7d83-7394-45b9-9f36-b55ad721aee1","yes"
"Essential Operation",1464,"1",11,"","2026-03-02T21:18:57.946319Z",3,9702,"","no",0,0.0,0,1464,4.131,"#C C connects lighting cables with both hands","connects lighting cables with both hands","Core manual task involving high hand activity.","r002","Carpentry","","silver",177.96566,"2026-03-02T21:18:57.946332Z","Gold","03be7d83-7394-45b9-9f36-b55ad721aee1","no"
"Locomotion",1465,"1",11,"","2026-03-02T21:19:02.918960Z",3,10643,"","no",0,0.0,0,1465,4.666,"#O a man H rides on the scooter","man h rides on scooter","Body moving through space (riding a scooter), high body acceleration.","r002","Cleaning","","silver",90.1216,"2026-03-02T21:19:02.918974Z","Gold","09c98c4f-dc2a-429b-8afa-624211cd4bfd","no"
"Search",1466,"1",11,"","2026-03-02T21:19:05.525076Z",100,13,"","no",0,0.0,0,1466,5.449,"#C C looks left","looks left","Head movement (visual search), hands mostly still.","r002","Mechanical Repair","","silver",833.7510333333333,"2026-03-02T21:19:08.855593Z","Gold","0daaa66c-fb5f-4680-b84c-2f65f0f0bd9b","no"
"Stationary",1467,"1",11,"Search","2026-03-02T21:19:20.589915Z",3,10472,"","no",0,0.0,0,1467,7.997,"#C C looks at the pavement","looks at pavement","Low body/hand motion, focus on visual inspection.","r002","Mechanical Repair","","silver",1285.9907066666667,"2026-03-02T21:19:20.589945Z","Bad","0daaa66c-fb5f-4680-b84c-2f65f0f0bd9b","no"
"Object Transfer",1468,"1",11,"Stationary","2026-03-02T21:25:21.068320Z",3,9392,"watchlist_verb","yes",0,0.0,0,1468,360.12,"#C C touches the tap knob","touches tap knob","Logistics step, short burst of hand activity.","r002","Cooking","","silver",13.6038886,"2026-03-02T21:25:21.068338Z","Bad","105d3303-8e2d-4c20-96ff-e9a8ff325109","yes"
"Object Transfer",1469,"1",11,"","2026-03-02T21:25:30.931433Z",9,1937,"","no",0,0.0,0,1469,10.484,"#C C throws waste in the trash bin","throws waste in trash bin","Logistics action of placing an object into the trash bin.","r002","Cooking","","silver",181.3575486,"2026-03-02T21:25:38.425622Z","Gold","105d3303-8e2d-4c20-96ff-e9a8ff325109","no"
"Object Transfer",1470,"1",11,"","2026-03-02T21:25:34.715808Z",4,7045,"","no",0,0.0,0,1470,3.384,"#C C picks broccoli from the chopping board","picks broccoli from chopping board","Logistics step involving picking up an object.","r002","Cooking","","silver",240.6248286,"2026-03-02T21:25:34.715820Z","Gold","105d3303-8e2d-4c20-96ff-e9a8ff325109","no"
"Object Transfer",1471,"1",11,"","2026-03-02T21:25:41.957972Z",4,6064,"watchlist_verb","yes",0,0.0,0,1471,2.792,"#C C moves a bowl on the countertop","moves bowl on countertop","Logistics step involving moving an object.","r002","Cooking","","silver",593.703947613672,"2026-03-02T21:25:41.957990Z","Gold","105d3303-8e2d-4c20-96ff-e9a8ff325109","yes"
"Object Transfer",1472,"1",11,"","2026-03-02T21:25:44.049104Z",7,2808,"","no",0,0.0,0,1472,1.64,"#C C picks a measuring cup from the countertop","picks measuring cup from countertop","Logistics step involving picking up an object.","r002","Cooking","","silver",598.6505676136719,"2026-03-02T21:25:44.049127Z","Gold","105d3303-8e2d-4c20-96ff-e9a8ff325109","no"
