"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Stationary",1,"1",8,"Search","2026-03-03T03:03:18.906950Z",3,10479,"","no",0,0.0,0,1,120.686,"#C C looks at a tablet","looks at tablet","Low body/hand motion, visual focus on the tablet.","r002","Playing Instrument","","silver",107.99071526666668,"2026-03-03T17:07:43.448522Z","Bad","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Locomotion",2,"1",8,"","2026-03-03T03:04:23.466626Z",6,4096,"","no",0,0.0,0,2,55.144,"#C C walks towards a seat","walks towards seat","Body moving through space (walking).","r002","Playing Instrument","","silver",118.32474526666668,"2026-03-03T03:04:23.466642Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Locomotion",3,"1",8,"Task Operation","2026-03-03T03:05:58.170828Z",9,1604,"watchlist_verb","yes",0,0.0,0,3,88.25,"#C C moves the feet.","moves feet","Body movement through space, likely involves foot movement which can be categorized as locomotion.","r002","Playing Instrument","","silver",302.9975252666667,"2026-03-03T17:19:32.803722Z","Bad","025c24db-1ab3-462e-888a-3598fd777ee2","yes"
"Task Operation",4,"1",8,"","2026-03-03T03:06:05.453920Z",9,1949,"","no",0,0.0,0,4,13.489999999999998,"#C C uses phone with both hands","uses phone with both hands","Core manual task involving both hands.","r002","Playing Instrument","Stationary","silver",631.2343152666667,"2026-03-03T17:19:42.050402Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",12,"1",8,"","2026-03-03T03:14:54.523143Z",3,9599,"","no",0,0.0,0,5,6.224,"#O a child X takes tiles from a bag","child x takes tiles from bag","Logistics/Setup step, picking up and transferring objects.","r002","Playing Instrument","","silver",1098.0699919333333,"2026-03-03T03:14:54.523161Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",13,"1",8,"","2026-03-03T03:14:59.907698Z",3,9600,"","no",0,0.0,0,6,4.101,"#O a child Y picks the rack from the table","child y picks rack from table","Logistics/Setup step, picking up an object.","r002","Playing Instrument","","silver",1098.8912419333333,"2026-03-03T03:14:59.907726Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",14,"1",8,"","2026-03-03T03:16:21.374343Z",3,9601,"","no",0,0.0,0,7,80.111,"#O a child Y places the rack on the table","child y places rack on table","The action involves placing an object (the rack) on a surface (the table), which is a logistics step.","r002","Playing Instrument","","silver",1105.196161933333,"2026-03-03T03:16:21.374374Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Search",5,"1",8,"","2026-03-03T03:12:14.866159Z",3,9596,"","no",0,0.0,0,8,50.173,"#O a child X looks at the tile","child x looks at tile","Head movement (visual search), hands mostly still.","r002","Playing Instrument","","silver",1120.0746019333333,"2026-03-03T03:12:14.866168Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",6,"1",8,"","2026-03-03T03:12:50.342332Z",16,550,"","no",0,0.0,0,9,17.184,"#C C arranges the tile on the rack","arranges tile on rack","The action involves picking up and placing an object, which is a logistics step.","r002","Playing Instrument","","silver",1139.2284619333336,"2026-03-03T03:12:50.342357Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",7,"1",8,"","2026-03-03T03:13:33.467912Z",4,6291,"","no",0,0.0,0,10,41.179,"#O a child Y picks tiles from the table","child y picks tiles from table","Logistics step involving picking up objects.","r002","Playing Instrument","","silver",1153.1008819333333,"2026-03-03T03:13:33.467931Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",8,"1",8,"","2026-03-03T03:13:39.153214Z",4,6292,"","no",0,0.0,0,11,4.058,"#O a child Y places the tiles on the rack","child y places tiles on rack","The action involves placing tiles, which is a logistics step with short bursts of hand acceleration.","r002","Playing Instrument","","silver",1154.0801319333336,"2026-03-03T03:13:39.153235Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",9,"1",8,"","2026-03-03T03:13:51.296428Z",8,2055,"","no",0,0.0,0,12,10.69,"#O a child Y picks a tile from the table","child y picks tile from table","The action involves picking up an object, which is a logistics step.","r002","Playing Instrument","","silver",1157.9792219333335,"2026-03-03T03:13:51.296439Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",10,"1",8,"","2026-03-03T03:14:21.236811Z",6,3750,"","no",0,0.0,0,13,28.134,"#C C places the tile on the table","places tile on table","Logistics step involving placing an object.","r002","Playing Instrument","","silver",1257.9893919333335,"2026-03-03T03:14:21.236836Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",11,"1",8,"","2026-03-03T03:14:45.182322Z",3,9597,"","no",0,0.0,0,14,9.561,"#O a child X picks tiles from a rack","child x picks tiles from rack","The action involves picking up objects, which is a logistics step.","r002","Playing Instrument","","silver",1325.8665119333336,"2026-03-03T03:14:45.182346Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",15,"1",8,"","2026-03-03T03:16:27.530740Z",3,9418,"watchlist_verb","yes",0,0.0,0,15,3.465,"#O Woman X moves purse on the table","woman x moves purse on table","The action involves moving an object (purse) to a specific location (table), which is a logistics step.","r002","Playing Instrument","","silver",1387.5093519333336,"2026-03-03T03:16:27.530766Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","yes"
"Object Transfer",16,"1",8,"","2026-03-03T03:16:49.925260Z",3,9542,"","no",0,0.0,0,16,3.207,"#O Boy Z removes dice from the purse","boy z removes dice from purse","Logistics/Setup step involving picking up or putting down an object.","r002","Playing Instrument","","silver",1388.8474919333337,"2026-03-03T03:16:49.925290Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",17,"1",8,"","2026-03-03T03:17:08.675558Z",3,10917,"","no",0,0.0,0,17,17.764,"#O Person B picks a number tile from a bag","person b picks number tile from bag","The action involves picking up an object (number tile), which is a logistics step.","r002","Playing Instrument","","silver",1647.5952086,"2026-03-03T03:17:08.675588Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",18,"1",8,"","2026-03-03T03:17:14.149397Z",3,10920,"","no",0,0.0,0,18,3.483,"#O person B puts a number tile on a table","person b puts number tile on table","Logistics/Setup step, placing an object.","r002","Playing Instrument","","silver",1651.9956086,"2026-03-03T03:17:14.149427Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",19,"1",8,"","2026-03-03T03:18:24.467470Z",3,9476,"","no",0,0.0,0,19,68.993,"#C C arranges a number tile on a table","arranges number tile on table","The action involves placing an object, which is a logistics step.","r002","Playing Instrument","","silver",1658.6473586,"2026-03-03T03:18:24.467499Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Stationary",20,"1",8,"Search","2026-03-03T03:19:21.631056Z",4,6997,"","no",0,0.0,0,20,45.133,"#o person A looks at person B","person looks at person b","Low body/hand motion, focused gaze.","r002","Playing Instrument","","silver",1813.4830186,"2026-03-03T03:19:21.631083Z","Bad","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",21,"1",8,"","2026-03-03T03:20:59.252043Z",5,4870,"","no",0,0.0,0,21,28.527,"#O person B picks a number tile from a slide","person b picks number tile from slide","Logistics/Setup step (picking up an object).","r002","Playing Instrument","","silver",1814.6912086,"2026-03-03T03:20:59.252054Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",22,"1",8,"","2026-03-03T03:21:06.089199Z",3,9530,"","no",0,0.0,0,22,229.512,"#O a boy E picks a scrabble tile from a scrabble rack.","boy e picks scrabble tile from scrabble rack","Logistics/Setup step, picking up an object.","r002","Playing Instrument","","silver",1918.1019186,"2026-03-03T03:25:04.983122Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Stationary",23,"1",8,"","2026-03-03T03:21:13.421924Z",3,9537,"","no",0,0.0,0,23,6.305,"#O a boy Q makes a hand gesture","boy q makes hand gesture","The description suggests a static action with minimal movement.","r002","Playing Instrument","","silver",2039.3083286,"2026-03-03T03:21:13.421943Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Stationary",24,"1",8,"Object Transfer","2026-03-03T14:37:57.977922Z",4,6078,"watchlist_verb","yes",0,0.0,0,24,9.769,"#C C moves the chip","moves chip","The action 'moves the chip' is vague and could imply a minor, low-energy movement.","r002","Playing Instrument","","silver",2245.7831152666668,"2026-03-03T14:37:57.977940Z","Bad","025c24db-1ab3-462e-888a-3598fd777ee2","yes"
"Search",25,"1",8,"","2026-03-03T14:38:27.494317Z",5,4733,"","no",0,0.0,0,25,27.901,"#C C looks at his phone","looks at his phone","Head movement (visual search), passive hands.","r002","Playing Instrument","","silver",2405.7778952666667,"2026-03-03T14:38:27.494330Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Stationary",26,"1",8,"","2026-03-03T14:38:49.935866Z",8,2442,"","no",0,0.0,0,26,9.383,"#O woman Z converses with a child","woman z converses with child","Low body/hand motion, implies talking or observing.","r002","Playing Instrument","","silver",3059.3124819333334,"2026-03-03T14:38:49.935893Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Stationary",27,"1",8,"Search","2026-03-03T14:38:59.791367Z",6,3909,"","no",0,0.0,0,27,20.212,"#C C reads the phone","reads phone","Low body/hand motion, likely involves holding the phone still.","r002","Playing Instrument","","silver",3339.730571933333,"2026-03-03T14:39:13.897402Z","Bad","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Stationary",28,"1",8,"Search","2026-03-03T14:39:24.516676Z",8,2327,"","no",1,0.5,2,28,8.695,"#C C reads #unsure on the phone","reads on phone","Low body/hand motion, indicating a paused or inactive state.","r002","Playing Instrument","","silver",3813.8750386,"2026-03-03T14:39:24.516703Z","Bad","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Stationary",29,"1",8,"","2026-03-03T14:39:43.964121Z",4,8211,"","no",0,0.0,0,29,16.343,"#C C straightens the leg.","straightens leg","The action describes a minor adjustment or posture change which does not involve significant body movement.","r002","Playing Instrument","","silver",4169.0366086,"2026-03-03T14:39:43.964156Z","Gold","025c24db-1ab3-462e-888a-3598fd777ee2","no"
"Object Transfer",30,"1",8,"","2026-03-03T14:40:02.856837Z",5,4996,"","no",0,0.0,0,30,17.758,"#C C picks a plant in a pot","picks plant in pot","Logistics step involving picking up an object.","r002","Gardening","","silver",48.9211486,"2026-03-03T14:40:02.856871Z","Gold","0928af96-a3fd-4930-9bc1-2fa43d01bb53","no"
