"action","annotation_id","annotator","batch","corrected_action","created_at","dataset_rows_covered_if_validated","global_rank","high_priority_reason","high_priority_review","historical_bad_count","historical_bad_rate","historical_checked_count","id","lead_time","narration_text","normalized_narration_stage2","reasoning","round","scenario","secondary_action","status","timestamp_sec","updated_at","verdict","video_uid","watchlist_hit"
"Stationary",1001,"2",5,"","2026-03-10T00:59:59.759786Z",6,3169,"watchlist_verb","yes",0,0.0,0,2001,21.521,"#C C holds the bowl with her left hand.","holds bowl with her left hand","Low body/hand motion, holding an object.","r002","Cooking","","silver",15.2304596,"2026-03-10T00:59:59.759830Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","yes"
"Essential Operation",1002,"2",5,"","2026-03-10T01:00:21.223246Z",3,8660,"watchlist_verb","yes",0,0.0,0,2002,19.326,"#C C adjusts the tap with her right hand.","adjusts tap with her right hand","Adjusting the tap involves a core manual task with focused hand activity.","r002","Cooking","","silver",88.91075959999999,"2026-03-10T01:00:21.223267Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","yes"
"Object Transfer",1003,"2",5,"","2026-03-10T01:00:30.073791Z",37,118,"","no",1,1.0,1,2003,7.157,"#C C turns on the tap with her right hand.","turns on tap with her right hand","Turning on the tap is a logistics step involving interaction with an object.","r002","Cooking","","silver",153.1915296,"2026-03-10T01:00:30.073833Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","no"
"Essential Operation",1004,"2",5,"","2026-03-10T01:04:07.730758Z",5,5472,"","no",0,0.0,0,2004,47.858,"#C C rinses the spoon under the tap with both hands.","rinses spoon under tap with both hands","Core task involving high hand activity.","r002","Cooking","","silver",156.9325896,"2026-03-10T01:04:07.730780Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","no"
"Object Transfer",1005,"2",5,"","2026-03-10T01:04:12.722137Z",36,126,"","no",0,0.0,0,2005,3.594,"#C C turns off the tap with her right hand.","turns off tap with her right hand","Logistics step involving interaction with an object (turning off the tap).","r002","Cooking","","silver",179.52054959999998,"2026-03-10T01:04:12.722159Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","no"
"Object Transfer",1006,"2",5,"","2026-03-10T01:04:23.489652Z",7,2460,"watchlist_verb","yes",0,0.0,0,2006,9.108,"#C C closes the cabinet with her right hand.","closes cabinet with her right hand","Logistics step involving closing a cabinet.","r002","Cooking","","silver",206.8806196,"2026-03-10T01:04:23.489672Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","yes"
"Stationary",1007,"2",5,"","2026-03-10T01:04:27.741620Z",6,3201,"watchlist_verb","yes",0,0.0,0,2007,2.558,"#C C holds the spoon with both hands.","holds spoon with both hands","Low body/hand motion, holding an object.","r002","Cooking","","silver",363.3450309546634,"2026-03-10T01:04:27.741669Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","yes"
"Stationary",1008,"2",5,"","2026-03-10T01:04:34.746915Z",4,5990,"watchlist_verb","yes",0,0.0,0,2008,2.257,"#C C holds the pot on the counter top with her left hand.","holds pot on counter top with her left hand","The action involves holding an object without movement, indicating low energy and stationary behavior.","r002","Cooking","","silver",379.6122809546634,"2026-03-10T01:04:34.746934Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","yes"
"Object Transfer",1009,"2",5,"","2026-03-10T01:04:38.991538Z",3,10057,"","no",0,0.0,0,2009,2.376,"#C C drops the spoon in the pot with her right hand.","drops spoon in pot with her right hand","Refined via regex fallback","r002","Cooking","","silver",385.57192095466337,"2026-03-10T01:04:38.991557Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","no"
"Object Transfer",1010,"2",5,"","2026-03-10T01:04:51.210193Z",8,2026,"watchlist_verb","yes",0,0.0,0,2010,10.402,"#C C opens a cabinet with her right hand.","opens cabinet with her right hand","Logistics step involving opening a cabinet.","r002","Cooking","","silver",404.0762409546634,"2026-03-10T01:04:51.210218Z","Gold","002d2729-df71-438d-8396-5895b349e8fd","yes"
