action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Essential Operation,7312.0,7.0,6,,2026-02-24T17:55:36.128177Z,1134148,102.778,#C C adjusts the engine body on the workbench with both hands,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,19.37658,2026-02-24T17:55:36.128191Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Stationary,7313.0,7.0,6,,2026-02-24T17:55:55.436497Z,1134149,13.369,#C C holds the engine body on the workbench with his left hand.,"Low body/hand motion, holding position.",r001,Mechanical Repair,silver,Gold,,54.05055,2026-02-24T17:55:55.436511Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Stationary,7314.0,7.0,6,,2026-02-24T17:56:06.168396Z,1134150,8.552,#C C holds the engine body with his left hand.,"The action describes holding an object, which involves minimal movement and is essentially a static position.",r001,Mechanical Repair,silver,Gold,,73.12878,2026-02-24T17:56:06.168411Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Stationary,7315.0,7.0,6,,2026-02-24T17:56:12.200979Z,1134151,10.19,#C C holds the engine body with his right hand.,"Low body/hand motion, holding an object in place.",r001,Mechanical Repair,silver,Gold,,86.44813,2026-02-24T22:05:48.902964Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Essential Operation,7316.0,7.0,6,,2026-02-24T17:56:17.276277Z,1134152,4.532,#C C wipes the engine body with his left hand.,Core task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,237.93183,2026-02-24T17:56:17.276293Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Essential Operation,7317.0,7.0,6,,2026-02-24T17:57:34.840878Z,1134153,77.113,#C C scrapes the edge of the engine body with the utility knife in both hands.,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,,Skip,288.6781,2026-02-24T17:57:34.840893Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Essential Operation,7318.0,7.0,6,,2026-02-24T17:57:44.103313Z,1134154,6.74,#C C adjusts a workbench vise handle with his left hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,silver,Gold,,414.69938,2026-02-24T17:57:44.103328Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Essential Operation,7319.0,7.0,6,,2026-02-24T17:57:47.789989Z,1134155,2.453,#C C adjusts the wire plug with his left hand.,"Core manual task, high hand activity.",r001,Mechanical Repair,silver,Gold,,493.20951,2026-02-24T17:57:47.790002Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Locomotion,7320.0,7.0,6,,2026-02-24T17:58:05.158138Z,1134156,16.917,#C the man X walks towards C.,Body moving through space (walking).,r001,Mechanical Repair,silver,Gold,,512.33744,2026-02-24T17:58:05.158152Z,0066ab25-04ad-41b2-89ab-283d2bfa1c4b
Search,7321.0,7.0,6,Essential Operation,2026-02-24T17:58:32.450082Z,1134157,26.722,#C c checks the time on the wrist watch,"Head movement (checking time), hands mostly still.",r001,Walking Outdoors,silver,Gold,,40.0929886,2026-02-24T17:58:32.450096Z,02877cad-35c5-423b-8e93-11cf79fe4b31
Stationary,7322.0,7.0,6,,2026-02-24T17:58:39.046779Z,1134158,4.548,#C c stops at the bridge to view,"The action indicates a pause, with low body and hand motion.",r001,Walking Outdoors,silver,Gold,,1091.0485790544828,2026-02-24T17:58:39.046793Z,02877cad-35c5-423b-8e93-11cf79fe4b31
Stationary,7323.0,7.0,6,Essential Operation,2026-02-24T17:59:16.546964Z,1134159,88.88300000000001,#C C untwists earphones,"The action involves manipulating an object in a relatively static position, with minimal body movement.",r001,Walking Outdoors,silver,Bad,,57.17234,2026-02-24T18:00:26.218655Z,055ba601-c243-4d4a-8a2c-694a5c88824c
Stationary,7324.0,7.0,6,Essential Operation,2026-02-24T18:00:38.797221Z,1134160,23.636,#C C takes out the phone,The action of taking out the phone is a quick motion and does not involve continuous movement or high body acceleration.,r001,Walking Outdoors,silver,Bad,,209.26258,2026-02-24T18:00:38.797235Z,055ba601-c243-4d4a-8a2c-694a5c88824c
Stationary,7325.0,7.0,6,Essential Operation,2026-02-24T18:00:51.710842Z,1134161,12.474,#C C takes photos with the phone,Taking photos is a relatively stationary activity with minimal body movement.,r001,Walking Outdoors,silver,Bad,,356.45734,2026-02-24T18:00:51.710857Z,055ba601-c243-4d4a-8a2c-694a5c88824c
