action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Locomotion,1185.0,3.0,1,,2026-02-22T17:23:08.887155Z,1126741,5.629,#c c walk around the streets,"Body moving through space, indicative of walking.",r001,Walking Outdoors,silver,Gold,,71.24661,2026-02-22T17:23:08.887190Z,02497a97-5de2-469c-b2e9-c940b78c2060
Locomotion,5199.0,1.0,1,,2026-02-23T19:16:09.840134Z,1126742,59.052,#C C negotiates the junction,"Body moving through space, navigating a junction involves walking.",r001,Walking Outdoors,silver,Gold,,2196.2193100000004,2026-02-23T19:16:09.840149Z,02497a97-5de2-469c-b2e9-c940b78c2060
Locomotion,5201.0,1.0,1,,2026-02-23T19:16:33.620546Z,1126743,20.17,#C C walks towards the ball,Body moving through space.,r001,Playing Instrument,silver,Gold,,46.4748886,2026-02-23T19:16:33.620580Z,0296707b-0b42-45dd-98dc-ca8ce0a26a50
Search,5204.0,1.0,1,,2026-02-23T19:16:45.146909Z,1126744,9.797,#C C looks aside,"Head movement (visual search), hands mostly still.",r001,Playing Instrument,silver,Gold,,67.4956886,2026-02-23T19:16:45.146929Z,0296707b-0b42-45dd-98dc-ca8ce0a26a50
Object Transfer,5206.0,1.0,1,,2026-02-23T19:16:53.563930Z,1126745,6.398,#C C picks shakers,Logistics/Setup step (picking up an object).,r001,Playing Instrument,silver,Gold,,80.4698586,2026-02-23T19:16:53.563963Z,0550b3f4-94a5-4e91-a00f-316d4a1d4d59
Locomotion,5211.0,1.0,1,,2026-02-23T19:17:58.325467Z,1126746,62.919,#C C steps on therevox,Body moving through space to step on an object.,r001,Playing Instrument,silver,,Skip,396.1208959242188,2026-02-23T19:17:58.325493Z,0550b3f4-94a5-4e91-a00f-316d4a1d4d59
Essential Operation,5213.0,1.0,1,,2026-02-23T19:18:06.907919Z,1126747,6.751,#C C plays #unsure,Core manual task involving high hand activity.,r001,Playing Instrument,silver,Gold,,489.0412559242188,2026-02-23T19:18:06.907934Z,0550b3f4-94a5-4e91-a00f-316d4a1d4d59
Essential Operation,5215.0,1.0,1,,2026-02-23T19:18:14.047150Z,1126748,5.242,#C C shakes the maraca,Core task involving high hand activity.,r001,Playing Instrument,silver,Gold,,898.5204083656251,2026-02-23T19:18:14.047185Z,0550b3f4-94a5-4e91-a00f-316d4a1d4d59
Object Transfer,5217.0,1.0,1,,2026-02-23T19:18:26.120908Z,1126749,10.942,#C C puts the maraca on the stand,"Logistics/Setup step, placing object on a surface.",r001,Playing Instrument,silver,Gold,,918.843798365625,2026-02-23T19:18:26.120923Z,0550b3f4-94a5-4e91-a00f-316d4a1d4d59
Essential Operation,5219.0,1.0,1,,2026-02-23T19:18:30.727606Z,1126750,3.264,#C C beats the drum,Core task involving repetitive hand movements.,r001,Playing Instrument,silver,Gold,,1846.9437651722656,2026-02-23T19:18:30.727640Z,0550b3f4-94a5-4e91-a00f-316d4a1d4d59
Locomotion,5220.0,1.0,1,,2026-02-23T19:18:36.893303Z,1126751,4.956,#C C walks on the garden,"Movement through space, indicative of walking.",r001,Gardening,silver,Gold,,364.1442392852933,2026-02-23T19:18:36.893337Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
Essential Operation,5221.0,1.0,1,,2026-02-23T19:18:42.593690Z,1126752,4.302,#C C trims the hedge wall,Core task involving high hand activity with tools.,r001,Gardening,silver,Gold,,400.2518692852933,2026-02-23T19:18:42.593723Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
Locomotion,5226.0,1.0,1,Essential Operation,2026-02-23T19:19:37.281548Z,1126753,53.43,#C C plucks the hedge wall,Body moving through space while performing a task that involves movement and likely physical engagement with the hedge.,r001,Gardening,silver,Bad,,481.8675892852933,2026-02-23T19:19:37.281566Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
Stationary,5229.0,1.0,1,,2026-02-23T19:19:59.202667Z,1126754,17.025,#C C holds the branches,The action of holding branches indicates a static posture with minimal movement.,r001,Gardening,silver,Gold,,670.290317613672,2026-02-23T19:19:59.202683Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
Essential Operation,5230.0,1.0,1,,2026-02-23T19:20:04.841121Z,1126755,3.202,#C C trims the hedge,Core task involving repetitive hand movements.,r001,Gardening,silver,Gold,,821.8935782616542,2026-02-23T19:20:04.841153Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
Essential Operation,5231.0,1.0,1,,2026-02-23T19:20:10.051945Z,1126756,3.784,#C C plucks the bush,Core manual task involving high hand activity.,r001,Gardening,silver,Gold,,833.2034582616541,2026-02-23T19:20:10.051961Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
Object Transfer,5232.0,1.0,1,,2026-02-23T19:20:15.389576Z,1126757,4.145,#C C throws the hedge shear on the ground,"[CtxFixed] The action of throwing the hedge shear on the ground is a deliberate placement of the object onto the ground, which fits the criteria for Object Transfer.",r001,Gardening,silver,Gold,,960.9595882616542,2026-02-23T19:20:15.389608Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
Search,5233.0,1.0,1,,2026-02-23T19:20:32.608764Z,1126758,14.139,#C C touches the shrubs,"Implies a visual or tactile inspection, likely with head and hand movement.",r001,Gardening,silver,,Skip,1586.470477247718,2026-02-23T19:20:32.608778Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
Essential Operation,5234.0,1.0,1,,2026-02-23T19:20:37.508097Z,1126759,2.884,#C C removes branches,Core manual task involving high hand activity.,r001,Gardening,silver,Gold,,1623.896657247718,2026-02-23T19:20:37.508130Z,06456897-960d-4d0c-8ce2-cd50a5a57bc3
