action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Stationary,5980.0,9.0,8,,2026-02-24T01:04:39.314143Z,1137066,4638.948,#C C moves hand towards the face,"Low body/hand motion, likely a minor gesture or itch.",r001,Cleaning,silver,Gold,,311.61432704530256,2026-02-24T01:04:39.314180Z,000cd456-ff8d-499b-b0c1-4acead128a8b
Object Transfer,5981.0,9.0,8,,2026-02-24T01:04:47.057249Z,1137067,6.275,#C C picks a toy on the stool,Logistics step involving picking up an object.,r001,Cleaning,silver,Gold,,452.7314570453025,2026-02-24T01:04:47.057289Z,000cd456-ff8d-499b-b0c1-4acead128a8b
Essential Operation,5982.0,9.0,8,,2026-02-24T01:04:54.152294Z,1137068,4.849,#C C rinses coriander,Core manual task involving hand activity.,r001,Cleaning,silver,Gold,,146.44464526666667,2026-02-24T01:04:54.152317Z,002ad105-bd9a-4858-953e-54e88dc7587e
Stationary,5983.0,9.0,8,,2026-02-24T01:05:23.831545Z,1137069,13.349,#C C stands along countertop,"Low body/hand motion, indicating a pause or idle state.",r001,Cleaning,silver,Gold,,327.1179352666667,2026-02-24T01:05:23.831568Z,002ad105-bd9a-4858-953e-54e88dc7587e
Locomotion,5984.0,9.0,8,,2026-02-24T01:05:31.706462Z,1137070,5.694,#C C walks to fridge,"Movement through space, indicative of walking.",r001,Cleaning,silver,Gold,,406.3926052666666,2026-02-24T01:05:31.706494Z,002ad105-bd9a-4858-953e-54e88dc7587e
Locomotion,5985.0,9.0,8,,2026-02-24T01:07:09.861196Z,1137071,96.409,#C C walks computer desk,Body moving through space (walking).,r001,Cleaning,silver,Gold,,448.02297526666666,2026-02-24T01:07:09.861211Z,002ad105-bd9a-4858-953e-54e88dc7587e
Locomotion,5986.0,9.0,8,,2026-02-24T01:07:18.597942Z,1137072,7.069,#C C walks to Tv stand in living area,Body moving through space (walking).,r001,Cleaning,silver,Gold,,453.5147452666667,2026-02-24T01:07:18.597966Z,002ad105-bd9a-4858-953e-54e88dc7587e
Object Transfer,5987.0,9.0,8,,2026-02-24T01:07:25.780527Z,1137073,5.743,#C C picks a remote,"Logistics step, picking up an object.",r001,Cleaning,silver,Gold,,566.9987819333334,2026-02-24T01:07:25.780560Z,002ad105-bd9a-4858-953e-54e88dc7587e
Object Transfer,5988.0,9.0,8,,2026-02-24T01:09:32.326311Z,1137074,125.118,#C C picks a card from the table with his right hand.,Logistics/Setup step (picking up an object).,r001,Playing Instrument,silver,,,0.5736296,2026-02-24T01:09:32.326325Z,045451d6-2916-4c07-8e47-7cfdaa579086
Object Transfer,5989.0,9.0,8,,2026-02-24T01:09:43.170381Z,1137075,9.407,#O The boy U picks a button with his right hand. #Unsure,"The action involves picking up an object, which is a logistics step.",r001,Playing Instrument,silver,Gold,,21.9593696,2026-02-24T01:09:43.170404Z,045451d6-2916-4c07-8e47-7cfdaa579086
