video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
4ed53432-e1f5-4e3f-a614-ffcaff444aca,0.0,#C C looks at the phone,Desk Work,Search,"Head movement (visual search), passive hands.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,0.63952,#C C walks around,Desk Work,Locomotion,"Body moving through space, indicative of walking.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,1.63058,#C C moves the right hand,Desk Work,Stationary,"Low body/hand motion, could be minor hand movement without significant activity.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,2.08629,#C C drops the phone on the bag,Desk Work,Object Transfer,"[CtxFixed] The action of dropping the phone onto the bag indicates a deliberate placement of the object, which fits the criteria for Object Transfer.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,2.54208,#C C looks around,Desk Work,Search,"Head movement (visual search), passive hands.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,2.3618,#C C moves the right hand,Desk Work,Stationary,"Low body/hand motion, likely minor hand movement that doesn't classify as a core task, transfer, or search.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,4.97861,#C C looks at the sky,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,5.54523,#C C looks around,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,14.23752,#C C looks at the sky,Desk Work,Stationary,"Head movement while remaining stationary, no significant body or hand motion.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,14.87635,#C C looks around,Desk Work,Search,"Head movement (looking around), hands mostly still.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,17.72864,#C C lifts both hands,Desk Work,Stationary,Lifting hands without moving the body significantly indicates low energy activity.,silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,18.18396,#C C adjust the camera,Desk Work,Search,Adjusting the camera likely involves head movements to check alignment and visual adjustments.,silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,19.36679,#C C looks around,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,31.71855,#C C looks at the sky,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,32.54123,#C C looks around,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,67.34655,#C C stretches both hands,Desk Work,Stationary,"Low body/hand motion, stretching is a low-energy activity.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,72.62779,#C C makes a step,Desk Work,Locomotion,"Body moving through space, indicative of walking or stepping.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,74.05371,#C C stretches both hands,Desk Work,Stationary,"Low body/hand motion, stretching does not involve continuous movement.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,88.99613,#C C moves both hands,Desk Work,Stationary,"Low body/hand motion, could indicate typing or other stationary activity.",silver
4ed53432-e1f5-4e3f-a614-ffcaff444aca,89.50727,#C C does exercise,Desk Work,Locomotion,"Body moving through space, likely involves physical movement such as stretching or moving limbs.",silver
