batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,-3.999999999976245e-07,#C C adjusts the camera. #unsure,Mechanical Repair,Essential Operation,"Adjustment involves fine motor skills and manipulation, indicating high hand activity."
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,2.8046496000000003,#C C picks a bunch of keys from a table.,Mechanical Repair,Object Transfer,Logistics action of picking up objects.
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,3.6627996,#C C drops the bunch of keys to his right.,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping the bunch of keys onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'."
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,4.2647996,#C C picks a bike lock with his left hand.,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,5.9272396,#C C drops the lock on the right side of the table.,Mechanical Repair,Object Transfer,"[CtxFixed] The action involves deliberately placing the bike lock on the right side of the table, which is a form of object transfer."
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,6.7673296,#C C turns to the right.,Mechanical Repair,Stationary,Turning the body does not involve continuous movement through space or active manipulation of objects.
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,7.3842196,#C C walks towards a kick scooter.,Mechanical Repair,Locomotion,Body moving through space (walking).
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,8.319489599999999,#C C carries the kick scooter from the floor.,Mechanical Repair,Object Transfer,Logistics step involving picking up and moving an object.
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,11.842879599999998,#C C picks a part on the side of the kick scooter front tyre with his left index finger.,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,18.2302296,#C C walks back to the table.,Mechanical Repair,Locomotion,Body moving through space (walking).
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,19.438299600000004,#C C drops the kick scooter on the table.,Mechanical Repair,Object Transfer,Refined via regex fallback
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,22.028779600000004,#C C hits the kick scooter tyre twice with his right hand fingers.,Mechanical Repair,Essential Operation,"[CtxFixed] The action of hitting the kick scooter tyre twice with his right hand fingers seems to be a deliberate attempt to check or adjust the tyre, which is an essential operation related to maintaining or inspecting the scooter."
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,24.882659600000004,#C C moves a bag on the table upward with his left hand.,Mechanical Repair,Object Transfer,The action involves moving an object (bag) from one location to another (upward on the table).
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,29.715929600000003,#C C moves a plastic bottle with his left hand.,Mechanical Repair,Object Transfer,Moving an object from one place to another.
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,31.0521896,#C C moves a phone on the table to a rack near the table.,Mechanical Repair,Object Transfer,Moving an object from one location to another.
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,35.0205896,#C C moves back to the kick scooter.,Mechanical Repair,Locomotion,"Movement through space, likely involves walking or moving the body."
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,36.6057696,#C C touches the kick scooter with his right hand.,Mechanical Repair,Stationary,"Low body/hand motion, likely inspecting the scooter."
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,37.1322196,#C C presses the kick scooter tyre with his left hand fingers.,Mechanical Repair,Essential Operation,Core manual task involving precise hand movements.
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,37.8694096,#C C removes his fingers.,Mechanical Repair,Essential Operation,[CtxFixed] The action of removing fingers from the kick scooter tyre is part of the same essential operation as pressing the tyre with his left hand fingers.
0,1ea5b82f-85ab-4b05-8c55-9cc9ce9b542a,39.9768596,#C C rolls the kick scooter tyre with his left hand.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.
