video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,0.0070286,#C C moves the hand.,Cooking,Stationary,"Low body/hand motion, could indicate minor hand movement without significant action.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,2.2748486000000003,#C C moves the pan handle.,Cooking,Object Transfer,"Logistics/moving an object, short burst of hand activity.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,2.4991286000000006,#C C picks the container.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,3.3850086000000004,#C C steps forward.,Cooking,Locomotion,"Body moving through space, indicative of walking or stepping.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,3.8848586,#C C puts the container down.,Cooking,Object Transfer,Logistics step involving placing an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,4.6578086,#C C cuts the paper.,Cooking,Essential Operation,"Core task, high hand activity.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,10.2199586,#C C removes the paper from the container.,Cooking,Object Transfer,Logistics step involving removal of an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,12.4847686,#C C moves the bell pepper.,Cooking,Essential Operation,Core task involving manipulation of the bell pepper.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,12.9457586,#C C steps forward.,Cooking,Locomotion,Body moving through space (step).,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,13.9771986,#C C picks the siever.,Cooking,Object Transfer,"Logistics/Setup step, picking up an object.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,14.6525186,#C C passes the siever to the left hand.,Cooking,Object Transfer,Transferring an object from one hand to another.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,15.4918786,#C C moves the container.,Cooking,Object Transfer,Movement of an object from one place to another.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,16.4921186,#C C picks the mushroom.,Cooking,Object Transfer,"Logistics step, picking up an object.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,17.051858600000003,#C C puts the mushroom in the siever.,Cooking,Object Transfer,Logistics step involving picking up and placing the mushroom.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,17.637648600000002,#C C picks the mushroom.,Cooking,Object Transfer,"Logistics step, picking up an object.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,18.8534386,#C C puts the mushroom in the siever.,Cooking,Object Transfer,Logistics/Setup step involving picking up and placing an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,19.2587386,#C C passes the siever to the right hand.,Cooking,Object Transfer,Transfer of an object from one hand to another.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,20.4666586,#C C passes the siever to the left hand.,Cooking,Object Transfer,The action involves transferring an object from one hand to another.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,20.728938600000003,#C C picks the bowl.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,21.376368600000003,#C C puts the bowl down.,Cooking,Object Transfer,Logistics/Setup step involving picking up and putting down an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,22.7424086,#C C passes the siever to the right hand.,Cooking,Object Transfer,Logistics step involving the transfer of an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,23.2699186,#C C moves the container.,Cooking,Object Transfer,"Logistics of moving an object, short bursts of hand activity.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,23.7371786,#C C touches the siever.,Cooking,Object Transfer,Logistics/Setup step (touching an object).,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,24.0879186,#C C picks the mushroom.,Cooking,Object Transfer,"Logistics step, picking an object.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,25.0418586,#C C puts the mushroom in the siever.,Cooking,Object Transfer,Logistics step involving picking up and placing the mushroom.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,25.427968600000003,#C C puts the mushrooms on the hand.,Cooking,Object Transfer,Logistics step of placing mushrooms on hand.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,27.6392986,#C C puts the mushrooms in the siever.,Cooking,Object Transfer,"Logistics step, moving the mushrooms to the siever.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,28.0146286,#C C passes the siever to the left hand.,Cooking,Object Transfer,Logistics step involving passing an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,28.6360686,#C C opens the tap.,Cooking,Object Transfer,Logistics step involving interaction with an object (opening the tap).,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,29.8340586,#C C moves the tap.,Cooking,Essential Operation,"Core task involving manipulation of a tap, high hand activity.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,30.3074286,#C C cleans the mushroom.,Cooking,Essential Operation,"Core task involving manual work, high hand activity.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,33.256928599999995,#C C drops the mushroom in the siever.,Cooking,Object Transfer,"[CtxFixed] The action involves deliberately placing the mushroom into the siever, which fits the criteria for Object Transfer.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,33.469568599999995,#C C cleans the mushrooms.,Cooking,Essential Operation,Core task involving manual work with hands.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,38.3384686,#C C picks the mushrooms.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,40.4888786,#C C puts the mushrooms in the container.,Cooking,Object Transfer,"Logistics/Setup step, picking up and putting down objects.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,41.1689586,#C C passes the siever to the right hand.,Cooking,Object Transfer,"Logistics step, passing an object.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,42.0143886,#C C hangs the siever .,Cooking,Object Transfer,Logistics action of hanging an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,42.8076086,#C C picks the mushroom.,Cooking,Object Transfer,Logistics step involving picking an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,43.6640286,#C C cleans the mushroom.,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,44.5217186,#C C operates the tap.,Cooking,Essential Operation,"Core task involving manual operation, high hand activity.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,47.1190086,#C C cleans the mushroom.,Cooking,Essential Operation,Core task involving manual cleaning activity.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,49.2696186,#C C puts the mushroom in the bowl.,Cooking,Object Transfer,Logistics/Setup step involving picking up and placing an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,50.3234586,#C C touches the tap.,Cooking,Essential Operation,Core manual task involving hand activity.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,52.5012986,#C C cleans the hands.,Cooking,Essential Operation,Core manual task involving hand activity.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,53.0438386,#C C picks the mushroom.,Cooking,Object Transfer,Logistics step of picking up an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,54.0111886,#C C cleans the mushroom.,Cooking,Essential Operation,Core task involving manual cleaning activity.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,56.4729386,#C C puts the mushroom in the bowl.,Cooking,Object Transfer,Logistics/Setup step involving picking up and placing an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,57.0910786,#C C picks the mushroom.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,57.6107486,#C C cleans the mushroom.,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,60.1020986,#C C puts the mushroom in the bowl.,Cooking,Object Transfer,Logistics step involving picking up and putting down the mushroom.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,60.6122486,#C C picks the mushroom.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,61.6665186,#C C cleans the mushroom.,Cooking,Essential Operation,"Core task involving manual manipulation, high hand activity.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,65.90649859999999,#C C puts the mushroom in the bowl.,Cooking,Object Transfer,Logistics step involving the movement of an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,66.6542886,#C C picks the mushroom.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,67.2701586,#C C cleans the mushroom.,Cooking,Essential Operation,Core task involving high hand activity.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,70.8272486,#C C puts the mushroom in the bowl.,Cooking,Object Transfer,"Logistics step, moving the mushroom to the bowl.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,71.6033886,#C C picks the mushroom.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,71.87533859999999,#C C cleans the mushroom.,Cooking,Essential Operation,"Core manual task involving cleaning, high hand activity.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,75.15461859999999,#C C puts the mushroom in the bowl.,Cooking,Object Transfer,"Logistics step, moving the mushroom from one location to another.",silver
228eb02a-6c89-4aa0-9cd4-0cdab1550c83,75.9581286,#C C picks the mushroom.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
