video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
2b0086a9-6eba-45de-9ad7-e3dc5f533031,0.0070286,#C C looks around,Playing Instrument,Search,"Head movement (visual search), hands mostly still.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,3.0613286000000004,#C C claps hands,Playing Instrument,Stationary,"Clapping hands can be considered a low-energy, stationary action if it is brief and not part of a larger movement.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,4.7281186,#C C opens a box Carcassonne game,Playing Instrument,Object Transfer,Logistics/Setup step (opening a box).,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,8.9979186,#C C removes papers in the pox,Playing Instrument,Object Transfer,Logistics step involving picking up and putting down objects.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,17.313238600000002,#C C picks meeples,Playing Instrument,Object Transfer,"Logistics step, picking up objects.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,21.6426686,#C C opens a sachet of meeples,Playing Instrument,Object Transfer,Logistics step involving picking up and opening an object.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,23.2540286,#O a lady X picks tiles,Playing Instrument,Object Transfer,"Logistics step, picking up objects.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,27.9778886,#C C pours meeple on the table,Playing Instrument,Object Transfer,"Logistics step, moving an object from one place to another.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,31.6399986,#O a lady X picks tiles,Playing Instrument,Object Transfer,"The action involves picking up objects, which is a logistics step.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,39.0343586,#C C separates meeples with color,Playing Instrument,Essential Operation,Core task involving manual dexterity and manipulation.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,45.5141186,#O a lady X shuffles tiles,Playing Instrument,Stationary,"The action 'shuffles tiles' suggests a low-energy, stationary activity focused on rearranging objects without significant body or hand motion.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,46.1163086,#C C separates meeples with color,Playing Instrument,Essential Operation,"Core task involving manual dexterity, likely high hand activity.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,52.7541886,#C C opens sachet,Playing Instrument,Object Transfer,"Logistics step, opening an item.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,54.8761586,#C C returns some meeples on the sachet,Playing Instrument,Object Transfer,Logistics step involving picking up and putting down objects.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,68.0384786,#C C puts sachet on the table,Playing Instrument,Object Transfer,Logistics step involving putting an object down.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,69.2028186,#C C looks around,Playing Instrument,Search,"Head movement (visual search), passive hands.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,72.3470586,#C C adjusts camera,Playing Instrument,Stationary,Adjusting the camera likely involves minimal movement and is a relatively static action.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,78.6543586,#C C picks a meeple,Playing Instrument,Object Transfer,Logistics step involving picking up an object.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,82.21935859999999,#C C returns some meeple on the sachet,Playing Instrument,Stationary,"The action of returning meeples on a board game is likely to involve minimal movement, indicating a stationary or low-energy state.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,83.0781086,#C C closes the sachet,Playing Instrument,Object Transfer,"Logistics step, picking up or putting down an object.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,86.0335786,#C C puts the sachet of meeples in a box,Playing Instrument,Object Transfer,Logistics step involving picking up and putting down an object.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,87.5301386,#C C puts a part of box aside,Playing Instrument,Object Transfer,Logistics step involving picking up and setting aside an object.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,89.0858686,#O a lady X arranges tile,Playing Instrument,Object Transfer,"Logistics/setup step, likely involves picking up and placing objects.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,93.4518786,#C C turns a tile up side down,Playing Instrument,Object Transfer,"The action involves moving an object, which is characteristic of logistics or setup steps.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,99.2599186,#O a lady X arranges tile,Playing Instrument,Object Transfer,Logistics/Setup step.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,101.9727786,# O a lady X pushes tiles on the table,Playing Instrument,Stationary,"The action described involves a gentle, likely stationary interaction with objects on a table, suggesting low energy movement.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,103.9816086,#C C puts meeple on the board,Playing Instrument,Object Transfer,Logistics step involving placing an object (meeple on the board).,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,106.4123286,#O a lady X puts meeple on the board,Playing Instrument,Object Transfer,"Logistics/Setup step, placing an object.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,110.1861286,#C C plays a with hands,Playing Instrument,Essential Operation,Core manual task involving high hand activity.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,120.0902086,#C C looks around,Playing Instrument,Search,"Head movement (looking around), hands mostly still.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,122.7186386,#C C picks a tile,Playing Instrument,Object Transfer,Logistics step of picking up an object.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,124.6151386,#C C holds a tile,Playing Instrument,Stationary,"Low body/hand motion, indicating a hold or pause.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,127.6996886,#C C plays Carcassonne board game with a tile,Playing Instrument,Stationary,Playing a board game involves minimal body movement and mostly stationary hand motions.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,129.75020859999998,#C C plays Carcassonne board game with a meeple,Playing Instrument,Stationary,Playing a board game involves minimal body movement and mostly stationary hand movements.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,133.0048286,#O a lady X picks a tile,Playing Instrument,Object Transfer,"Logistics step, picking up an object.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,134.65878859999998,#O a lady X rotates a tile on the table,Playing Instrument,Object Transfer,"The action involves moving an object (rotating a tile), which falls under logistics or setup.",silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,138.43922859999998,#O a lady X plays Carcassonne board game with a tile,Playing Instrument,Stationary,Playing a board game involves minimal body movement and mostly stationary hand movements.,silver
2b0086a9-6eba-45de-9ad7-e3dc5f533031,142.03360859999998,#O a lady X plays Carcassonne board game with a meeple,Playing Instrument,Stationary,"Playing a board game involves minimal body movement, primarily hand manipulation which is not classified as high hand acceleration or irregular motion.",silver
