batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,e6884440-93b1-4202-8668-460ff075c63f,0.0070286,#C C looks around,Cleaning,Search,"Head movement (visual search), hands mostly still."
0,e6884440-93b1-4202-8668-460ff075c63f,0.1438786,#C C walks around,Cleaning,Locomotion,"Body moving through space, indicative of walking."
0,e6884440-93b1-4202-8668-460ff075c63f,2.2494786,#C C moves packaging bag,Cleaning,Object Transfer,Moving an object (logistics step).
0,e6884440-93b1-4202-8668-460ff075c63f,3.6873886,#C C holds shopping bag with left hand,Cleaning,Stationary,"Low body/hand motion, holding an object without moving."
0,e6884440-93b1-4202-8668-460ff075c63f,5.7216986,#C C pulls drawer,Cleaning,Object Transfer,Logistics action involving the drawer.
0,e6884440-93b1-4202-8668-460ff075c63f,6.6137486,#C C holds shopping bag,Cleaning,Stationary,"Low body/hand motion, holding an object without moving."
0,e6884440-93b1-4202-8668-460ff075c63f,7.1181286,#C C pushes drawer,Cleaning,Object Transfer,"Movement of drawer, logistics/setup step."
0,e6884440-93b1-4202-8668-460ff075c63f,8.5921886,#C C lifts packaging bag,Cleaning,Object Transfer,Logistics step involving picking up an object.
0,e6884440-93b1-4202-8668-460ff075c63f,9.8998986,#C C walks around,Cleaning,Locomotion,"Body moving through space, involves walking."
0,e6884440-93b1-4202-8668-460ff075c63f,11.5174386,#C C drops packaging bag,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the packaging bag is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
0,e6884440-93b1-4202-8668-460ff075c63f,12.7193086,#C C picks cloth,Cleaning,Object Transfer,Logistics step of picking up the cloth.
0,e6884440-93b1-4202-8668-460ff075c63f,14.1865186,#C C turns cloth,Cleaning,Stationary,"Low body/hand motion, likely involves minor hand movements but no significant locomotion or high activity."
0,e6884440-93b1-4202-8668-460ff075c63f,17.555348600000002,#C C drops part of cloth,Cleaning,Object Transfer,"[CtxFixed] The action of dropping part of the cloth is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
0,e6884440-93b1-4202-8668-460ff075c63f,18.263458600000003,#C C lifts cloth,Cleaning,Essential Operation,Lifting the cloth is a core manual task involving high hand activity.
0,e6884440-93b1-4202-8668-460ff075c63f,24.4131086,#C C drops cloth,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the cloth is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
0,e6884440-93b1-4202-8668-460ff075c63f,24.610328600000003,#C C straightens cloth,Cleaning,Stationary,"Low body/hand motion, likely involves minor adjustments or smoothing."
0,e6884440-93b1-4202-8668-460ff075c63f,33.6740286,#C C moves cloth on the table,Cleaning,Essential Operation,"Core cleaning task, high hand activity."
0,e6884440-93b1-4202-8668-460ff075c63f,34.7886586,#C C straightens cloth,Cleaning,Stationary,"Low body/hand motion, likely minor adjustment or pause."
0,e6884440-93b1-4202-8668-460ff075c63f,38.3178786,#C C picks iron box,Cleaning,Object Transfer,Logistics step involving picking up an object.
0,e6884440-93b1-4202-8668-460ff075c63f,39.5985086,#C C irons a cloth,Cleaning,Essential Operation,Core manual task involving repetitive hand movements.
0,e6884440-93b1-4202-8668-460ff075c63f,41.7026186,#C C adjusts button on the iron box,Cleaning,Stationary,"Low body/hand motion, likely involves fine motor control with minimal movement."
0,e6884440-93b1-4202-8668-460ff075c63f,41.1550086,#C C lifts iron box,Cleaning,Locomotion,"Body movement involved in lifting an object, which can be categorized as a form of locomotion due to the significant body acceleration."
0,e6884440-93b1-4202-8668-460ff075c63f,45.7240886,#C C irons a cloth,Cleaning,Essential Operation,Core manual task involving repetitive hand movements.
0,e6884440-93b1-4202-8668-460ff075c63f,56.3111486,#C C drops iron box,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the iron box is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'."
0,e6884440-93b1-4202-8668-460ff075c63f,58.4991086,#C C straightens cloth,Cleaning,Stationary,"Low body/hand motion, likely involves minor adjustments or smoothing."
0,e6884440-93b1-4202-8668-460ff075c63f,64.5032886,#C C picks iron box,Cleaning,Object Transfer,Logistics action of picking up an object.
