video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
c037be7a-e56b-4053-a48b-c593bf069ef4,1.49549,#C C puts a cellphone in a pocket with his left hand.,Mechanical Repair,Object Transfer,Logistics step of putting an object in a pocket.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,4.18204,#C C drops a brake pad in his right hand on the ground.,Mechanical Repair,Object Transfer,"[CtxFixed] The action involves moving an object (a brake pad) from the right hand to the ground, which can be considered a deliberate placement or dropping onto a surface.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,4.92924,#C C picks a piece of cloth from the ground with his right hand.,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,5.91928,#C C holds the piece of cloth with his left hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,7.6125,#C C holds the piece of cloth with his right hand.,Mechanical Repair,Stationary,"The action involves holding an object without any significant movement, indicating a low energy state.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,11.32343,#C C picks a bottle of liquid from a stool with his left hand.,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,12.11102,#C C holds the bottle of liquid with his right hand.,Mechanical Repair,Stationary,Holding an object with little to no movement.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,12.77671,#C C opens the bottle of liquid with his left hand.,Mechanical Repair,Object Transfer,"Opening an object, which is a logistics step.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,14.93086,#C C pours some of the liquid on the piece of cloth with his left hand.,Mechanical Repair,Essential Operation,Core task involving manual manipulation with the hand.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,17.81527,#C C drops the bottle of liquid on the stool with his left hand.,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping the bottle onto the stool indicates a deliberate placement, which fits the criteria for Object Transfer.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,19.19865,#C C adjusts the piece of cloth with both hands.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,20.39869,#C C wipes a motorcycle rotor with the piece of cloth in his right hand.,Mechanical Repair,Essential Operation,Core task involving manual activity with high hand acceleration.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,20.71562,#C C places his left hand on the motorcycle.,Mechanical Repair,Stationary,The action describes a static position with minimal motion.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,33.26565,#C C drops the piece of cloth on the ground.,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping the piece of cloth onto the ground is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,34.09795,#C C picks an adjustable wrench from the ground with his right hand.,Mechanical Repair,Object Transfer,"Picking up an object, involves logistics and short bursts of hand acceleration.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,35.16099,#C C adjusts the adjustable wrench with both hands.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,36.71193,#C C holds a drum brake on the motorcycle with his left hand.,Mechanical Repair,Stationary,"The action involves holding an object, which is a low energy, static activity.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,36.50941,#C C holds the adjustable wrench with his right hand.,Mechanical Repair,Stationary,The action describes holding an object without any significant movement.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,37.76401,#C C holds the drum brake with both hands.,Mechanical Repair,Stationary,"Low body/hand motion, holding an object.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,38.40908,#C C holds the drum brake with his left hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding an object.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,38.93221,#C C presses the drum brake with the plier.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,45.33903,#C C opens the drum brake with both hands.,Mechanical Repair,Object Transfer,"Opening an object, a logistics step involving short bursts of hand activity.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,46.16836,#C C drops a part of the drum brake on the floor with his left hand.,Mechanical Repair,Object Transfer,Refined via regex fallback,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,47.15832,#C C holds the other half of the drum brake with his left hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,49.35945,#C C presses the drum brake with the adjustable wrench.,Mechanical Repair,Essential Operation,Core manual task involving precise hand movements.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,54.94942,#C C drops the adjustable wrench on the ground.,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping the adjustable wrench onto the ground is a deliberate placement of the object, which fits the criteria for 'Object Transfer'.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,55.81318,#C C holds the drum brake with his right hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,57.94483,#C C picks the first part of the drum brake from the ground with his left hand.,Mechanical Repair,Object Transfer,Logistics action involving picking up an object.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,59.94637,#C C attaches the first part of the drum brake to the second part with his left hand.,Mechanical Repair,Essential Operation,Core manual task involving precise hand movements.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,66.01245,#C C picks the piece of cloth from the floor with his left hand.,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,66.78969,#C C holds the piece of cloth with his right hand.,Mechanical Repair,Stationary,"The action involves holding an object with one hand, which indicates a low level of movement and energy.",silver
c037be7a-e56b-4053-a48b-c593bf069ef4,67.62727,#C C picks a bolt from the ground with his left hand.,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,68.04344,#C C wipes the bolt with the piece of cloth.,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver
c037be7a-e56b-4053-a48b-c593bf069ef4,69.59673,#C C drops the bolt on the ground.,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping the bolt onto the ground can be considered a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
