video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,0.0,"#O A woman Y, Z M ,N, L sits on the chair on the floor",Playing Instrument,Stationary,The action describes a seated position with no movement.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,0.0,#O A man X holds the playing cards with his hands,Playing Instrument,Stationary,"The action describes holding playing cards without any movement, indicating a low-energy state.",silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,1.56567,#O A woman Y operates her phone with her right hand,Playing Instrument,Essential Operation,Core manual task involving high hand activity.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,6.41953,#O A man X holds the playing cards with his hands,Playing Instrument,Stationary,The action describes holding an object without any significant movement.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,8.14649,"#O A woman Y, Z M ,N, L sits on the chair on the floor",Playing Instrument,Stationary,"The action describes the woman sitting, which indicates low body and hand motion.",silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,17.22427,#O A man X puts the playing cards on the table,Playing Instrument,Object Transfer,Logistics step involving placing objects.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,21.17482,#O A man X picks the playing cards on the table,Playing Instrument,Object Transfer,"The action involves picking up objects (playing cards), which is a logistics step.",silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,26.37596,"#O A woman Y, Z M ,N, L sits on the chair on the floor",Playing Instrument,Stationary,"The action describes the woman sitting down, which involves minimal movement.",silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,0.0,#C C holds the playing cards on the table,Playing Instrument,Stationary,The action describes a static position with minimal movement.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,26.57581,#C C holds the playing cards on the table,Playing Instrument,Stationary,"The action involves holding the cards without any movement, indicating a low energy state.",silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,30.3144,#O A man X holds the playing cards with his hands,Playing Instrument,Stationary,"The action describes holding the cards, which involves minimal motion.",silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,42.43398,#O A man Q puts #unsure on the table,Playing Instrument,Object Transfer,Logistics step involving putting an object on the table.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,46.86343,#O A man Y holds #unsure on the table,Playing Instrument,Stationary,The action described indicates a holding or placing gesture that does not involve significant motion.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,67.01895,#O A man Y picks the tray with food on the paper,Playing Instrument,Object Transfer,"The action involves picking up an object (tray with food), which is a logistics step.",silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,71.33151,#O A man Y puts #unsure on the table,Playing Instrument,Object Transfer,Logistics step involving placing an object on the table.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,72.79429,#C C folds the paper on the table with his hands,Playing Instrument,Object Transfer,Logistics step involving picking up and placing the paper.,silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,78.48868,#O A man X puts the playing cards on the table,Playing Instrument,Object Transfer,"Logistics step, placing cards on the table.",silver
1a89d7f1-fb77-4aef-a97a-d3d54756a9df,83.96059,#C C puts the tray with food on the table,Playing Instrument,Object Transfer,Logistics step of placing an object.,silver
