batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,0.7983052666666667,#C C walks in a house,Cooking,Locomotion,Body moving through space (walking).
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,3.928275266666667,#C C opens a carboard,Cooking,Object Transfer,Logistics step involving opening an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,5.503325266666667,#C C picks a box,Cooking,Object Transfer,Logistics action of picking up an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,7.083975266666667,#C C closes carboard,Cooking,Object Transfer,"Logistics/Setup step, closing an object."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,9.786505266666666,#C C opens a box,Cooking,Object Transfer,Logistics step involving opening a box.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,17.933385266666665,#C C adjust gas knob,Cooking,Essential Operation,"Core task involving manual adjustment, high hand activity."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,20.529215266666665,#C C opens a box,Cooking,Object Transfer,"Logistics step, involves opening an object."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,27.783085266666667,#C C opens a shelf,Cooking,Object Transfer,Logistics step involving opening a shelf.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,29.075765266666664,#C C picks a plate,Cooking,Object Transfer,Logistics step involving picking up an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,32.87347526666667,#C C opens a carboard,Cooking,Object Transfer,"Opening an object, a logistics step."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,34.73033526666667,#C C picks cooking pot,Cooking,Object Transfer,Logistics step involving picking up an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,36.39083526666667,#C C puts plate down,Cooking,Object Transfer,Logistics step involving the placement of an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,38.39988526666667,#C C puts nylon paper in the carboard,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,40.17755526666667,#C C picks a lid,Cooking,Object Transfer,Logistics step involving picking up an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,41.73193526666667,#C C puts a lid down,Cooking,Object Transfer,Logistics step involving placing an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,44.88357526666667,#C C puts cooking pot on the gas,Cooking,Object Transfer,Logistics step of placing an object (pot) on a surface (gas stove).
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,46.10458526666667,#C C picks a box,Cooking,Object Transfer,Logistics step involving picking up an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,49.43216526666667,#C C pours #unsure in the cooking pot,Cooking,Essential Operation,Core task involving manual operation with hands.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,60.43633526666667,#C C holds a box,Cooking,Stationary,"Low body/hand motion, holding an object without movement."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,65.40988526666666,#C C picks #unsure,Cooking,Object Transfer,"The action involves picking up an object, which is a logistics step."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,67.38997526666667,#C C puts #unsure in a pot,Cooking,Object Transfer,"Logistics step, putting an item into a pot."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,72.56368526666667,#C C closes a box,Cooking,Object Transfer,"Closing a box involves picking up and placing an object, which is a logistics step."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,74.04719526666666,#C C picks a cooking pot,Cooking,Object Transfer,Logistics step involving picking up an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,75.87281526666666,#C C opens a knob,Cooking,Object Transfer,Logistics step involving interaction with a knob.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,78.80444526666666,#C C fills pot with water,Cooking,Essential Operation,Core task involving manual operation with high hand activity.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,91.05985526666666,#C C walks in the house,Cooking,Locomotion,Body moving through space (walking).
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,92.26958526666668,#C C puts cooking pot on the gas,Cooking,Object Transfer,Logistics step involving placing an object.
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,93.22302526666668,#C C pushes box aside,Cooking,Object Transfer,Logistics action involving moving an object (box).
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,94.31898526666666,#C C touches bottle,Cooking,Stationary,"Low body/hand motion, likely a brief touch."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,96.06427526666668,#C C puts spice in the food,Cooking,Essential Operation,"Core task, high hand activity."
0,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,99.65962526666668,#C C puts bottle down,Cooking,Object Transfer,Logistics step involving the placement of an object.
