batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,0.6448052666666666,#C C converses with X.,Cleaning,Stationary,Low body/hand motion.
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,0.9049252666666666,#C C gestures to X.,Cleaning,Stationary,"Low body/hand motion, likely involves minimal movement."
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,3.509125266666667,#C C receives a massage gun from X.,Cleaning,Object Transfer,Logistics/transfer of an object between individuals.
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,7.370955266666667,#O person X sits in front of C.,Cleaning,Stationary,"The action involves sitting, which is a low-energy, stationary activity."
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,7.370955266666667,#O Woman Y walks around in the house.,Cleaning,Locomotion,"Movement through space, indicative of walking."
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,14.860445266666666,#O person X adjusts t-shirt collar.,Cleaning,Stationary,"Low body/hand motion, focused on adjusting clothing."
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,18.557175266666665,#C C massages X with the massage gun.,Cleaning,Essential Operation,Core manual task involving high hand activity.
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,22.795545266666664,#C C adjusts camera on the head.,Cleaning,Stationary,"Low body/hand motion, likely involves minor adjustments that do not significantly move the body."
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,24.677845266666665,#C C adjusts t-shirt collar.,Cleaning,Stationary,"Low body/hand motion, minor adjustment."
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,24.960875266666665,#C C massages X with the massage gun.,Cleaning,Essential Operation,Core manual task involving high hand activity.
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,30.723325266666667,#O person X adjusts posture.,Cleaning,Stationary,Adjusting posture typically involves minimal movement and is considered an idle or stationary action.
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,35.822525266666666,#O person X walks around in the building.,Cleaning,Locomotion,"Movement through space, indicative of walking."
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,37.01764526666667,#C C operates massage gun.,Cleaning,Essential Operation,Core manual task involving high hand activity.
0,3625b3d9-e323-4c05-a27a-aba79f01a5bd,66.80916526666667,#C C massages hand with massage gun.,Cleaning,Stationary,"Low body motion, focused hand activity."
