video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,592.9978876136719,#C C pulls vacuum cleaner,Cleaning,Locomotion,"Movement of the body through space, likely involves significant body acceleration.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,594.8446076136719,#C C dusts carpet,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,644.378927613672,#C C pushes vacuum cleaner,Cleaning,Locomotion,"Body moving through space with the vacuum cleaner, high body acceleration.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,645.978537613672,#C C dusts carpet,Cleaning,Essential Operation,"Core cleaning task, high hand activity.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,650.5444776136719,#C C pulls vacuum cleaner,Cleaning,Locomotion,"Body moving through space with a large object, indicative of high body acceleration.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,653.6719176136719,#C C dusts carpet,Cleaning,Essential Operation,"Core cleaning task, high hand activity.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,664.9580776136719,#C C operates vacuum cleaner,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,668.2311176136719,#C C pick a string of vacuum cleaner,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,669.508527613672,#C C walks around,Cleaning,Locomotion,"Body moving through space, involves walking.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,675.9741076136719,#C C picks clothe from the floor,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,677.619977613672,#C C moves around,Cleaning,Locomotion,"Body moving through space, likely involves walking or moving around.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,686.7786776136719,#C C put clothe on the bed,Cleaning,Object Transfer,Logistics step of placing the cloth on the bed.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,688.665317613672,#C C walks around,Cleaning,Locomotion,Body moving through space (walking).,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,701.3839876136719,#C C picks carpet from the floor,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,705.6464776136719,#C C folds carpet,Cleaning,Stationary,"Folding carpet involves low body and hand motion, more about manipulating the carpet than moving through space.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,707.965827613672,#C C walks around,Cleaning,Locomotion,"Movement through space, high body acceleration.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,723.323447613672,#C C picks a vacuum head,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,726.6484476136719,#C C operates vacuum cleaner,Cleaning,Essential Operation,Core task involving high hand activity.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,742.8856176136719,#C C looks around,Cleaning,Search,"Head movement (visual search), hands mostly still.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,745.3796776136719,#C C makes a step,Cleaning,Locomotion,"Body moving through space (step), high body acceleration.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,746.5225476136719,#C C picks vacuum cleaner,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,747.6509276136719,#C C carries vacuum cleaner,Cleaning,Locomotion,"Body moving through space with an object, high body acceleration.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,748.6411976136719,#C C walks around,Cleaning,Locomotion,Body moving through space.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,753.6636276136719,#C C puts vacuum cleaner on the floor,Cleaning,Object Transfer,Logistics of placing an object (vacuum cleaner) on the floor.,silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,755.356597613672,#C C fixes vacuum cleaner,Cleaning,Essential Operation,"[CtxFixed] The current action involves fixing the vacuum cleaner, which is a deliberate and purposeful action to maintain or repair the object. This action is not about moving the object or walking around, but rather performing a necessary operation on the vacuum cleaner.",silver
8698a0ea-f434-49f9-a8e4-45220e5d4b2c,762.1287776136719,#C C operates vacuum cleaner,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
