video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
70c7d2e0-5671-4891-a0a0-d8247c360f81,0.38413,#C C moves in the elevator,Mechanical Repair,Locomotion,Body moving through space (elevator movement).,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2.03101,#C C walks on the hallway,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,4.23025,#C C opens the door,Mechanical Repair,Object Transfer,Logistics action involving opening a door.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,5.67837,#C C walks in the room,Mechanical Repair,Locomotion,"Body moving through space, indicative of walking.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,9.2762,#C C pulls the bicycle,Mechanical Repair,Locomotion,Body movement through space to move the bicycle.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,11.09827,#C C opens the door,Mechanical Repair,Object Transfer,"Action involves opening a door, which is a logistics step.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,14.40301,#C C pushes the bicycle,Mechanical Repair,Locomotion,Body moving through space to push an object.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,18.81776,#C C closes the door,Mechanical Repair,Object Transfer,"Closing an object, which is a logistics action.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,22.16222,#C C switches on the bike light,Mechanical Repair,Stationary,"Low body/hand motion, likely involves minimal movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,28.47568,#C C cycles the bicycle,Mechanical Repair,Locomotion,"Body moving through space, likely involves physical movement or testing of the bicycle's mechanics.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,65.98206,#C C cycles on the road,Mechanical Repair,Locomotion,"Body moving through space (cycling), high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1510.9496766666666,#C C stops at the edge of the road,Mechanical Repair,Stationary,"The action describes a stop, indicating low body and hand motion.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1516.496666666667,#C C walks,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1567.7102466666663,#C C picks his bicycle,Mechanical Repair,Object Transfer,"Picking up an object, involves short bursts of hand acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1570.1822366666663,#C C rides a bicycle on the road,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1644.92177,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1644.92177,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1653.67528,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1653.67528,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1661.99875,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement or travel.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1661.99875,#C C looks around,Mechanical Repair,Search,Indicates visual search or monitoring.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1668.11856,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1668.11856,#C C rides the bicycle,Mechanical Repair,Locomotion,Body moving through space (riding).,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1674.87228,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1674.87228,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1725.43597,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1725.43597,#C C looks around,Mechanical Repair,Search,"Implies head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1748.08213,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1748.08213,#C C looks around,Mechanical Repair,Search,"Indicates visual search or monitoring, likely involving head movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1751.63269,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement or travel.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1751.63269,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1812.07777,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1812.07777,#C C looks around,Mechanical Repair,Search,"Implies visual search or monitoring, likely with head movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1844.2651,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1844.2651,#C C looks around,Mechanical Repair,Search,Indicates visual search or monitoring.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1846.95318,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1846.95318,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1872.55188,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, involves movement and acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1872.55188,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), passive hands.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1903.56238,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1903.56238,#C C lifts the hand up,Mechanical Repair,Stationary,"Low body/hand motion, likely preparing to perform a task.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1672.57526,#C C rides the bicycle,Mechanical Repair,Locomotion,Body moving through space (ride). High Body Accel.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1672.57526,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1677.12175,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement or travel.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1677.12175,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1766.40654,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1766.40654,#C C looks around,Mechanical Repair,Search,Indicates head movement and visual scanning.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1874.93227,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1874.93227,#C C looks around,Mechanical Repair,Search,"Head movement (looking around), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1841.27536,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1841.27536,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1907.48298,#C C rides the bicycle,Mechanical Repair,Locomotion,Body moving through space (riding).,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1907.48298,#C C lifts the hand up,Mechanical Repair,Stationary,The action describes a minor movement that does not constitute a significant body motion or task.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1918.05975,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1918.05975,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1942.68842,#C C rides the bicycle,Mechanical Repair,Locomotion,Body moving through space (ride). High body acceleration.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1942.68842,#C C looks around,Mechanical Repair,Search,Implies visual search or monitoring of the environment.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1945.32168,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,1945.32168,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2008.62012,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2008.62012,#C C turns right,Mechanical Repair,Stationary,Turning right is a small movement and does not involve significant body or hand acceleration.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2026.25993,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2026.25993,#C C lifts the hand up,Mechanical Repair,Stationary,The action describes a minor movement that does not involve significant body or hand acceleration.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2086.65377,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2086.65377,#C C looks around,Mechanical Repair,Search,Indicates head movement for visual search.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2178.5383333333334,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2234.307333333333,#C C looks around,Mechanical Repair,Search,"Visual search or monitoring, head movement likely.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2300.6183333333333,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2321.302333333333,#C C looks around,Mechanical Repair,Search,"Visual search or monitoring, likely involving head movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2326.693333333333,#C C looks around,Mechanical Repair,Search,Indicates head movement for visual inspection.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2347.0043333333333,#C C looks around,Mechanical Repair,Search,"Visual search or monitoring, likely involving head movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2380.258333333333,#C C takes a U-turn,Mechanical Repair,Locomotion,"Body moving through space, specifically turning.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2394.9933333333333,#C C stops,Mechanical Repair,Stationary,"Indicates a pause or stop, low energy activity.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2406.387333333333,#C C moves right hand,Mechanical Repair,Stationary,The action only specifies hand movement without indicating a specific task or locomotion.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2430.4463333333333,#C C moves right hand,Mechanical Repair,Stationary,"The action describes a hand movement but does not specify a task or motion that would classify it under the other categories. It could be a minor adjustment or idle movement, indicating low energy activity.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2438.447333333333,#C C cycles on the road,Mechanical Repair,Locomotion,"Body moving through space, indicative of cycling.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2481.7291633333334,#C C rides the bicycle,Mechanical Repair,Locomotion,Body moving through space.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2481.7291633333334,#C C looks around,Mechanical Repair,Search,"Indicates visual search or monitoring, likely involving head movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2550.0716533333334,#C C rides the bicycle,Mechanical Repair,Locomotion,Body moving through space (ride). High body acceleration.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2550.0716533333334,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2567.1205833333333,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, likely involves high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2567.1205833333333,#C C looks at the hand,Mechanical Repair,Search,"Head movement (visual inspection), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2571.6073133333334,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement or travel.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2571.6073133333334,#C C looks around,Mechanical Repair,Search,"Implies visual search or monitoring, likely with head movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2574.770033333333,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space (riding a bicycle), high body acceleration.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2574.770033333333,#C C looks around,Mechanical Repair,Search,"Indicates visual search or monitoring, likely with head movement.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2579.312733333333,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement (riding a bicycle).",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2579.312733333333,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2582.524803333333,#C C rides the bicycle,Mechanical Repair,Locomotion,Body moving through space (riding). High body acceleration.,silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2582.524803333333,#C C looks around,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
70c7d2e0-5671-4891-a0a0-d8247c360f81,2607.442943333333,#C C rides the bicycle,Mechanical Repair,Locomotion,"Body moving through space, indicative of movement.",silver
