video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,2.4405196,#C C opens a drawer,Carpentry,Object Transfer,Logistics step involving opening a drawer.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,4.3951896,#C C tosses brushes in the drawer,Carpentry,Object Transfer,"Logistics of placing objects, involves short bursts of hand activity.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,7.207659599999999,#C C picks a brush with his right hand,Carpentry,Object Transfer,Logistics step of picking up an object.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,9.1649696,#C C passes the brush to his left hand,Carpentry,Object Transfer,Passing an object from one hand to another involves logistics.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,10.6831396,#C C picks a brush with the right hand,Carpentry,Object Transfer,"Logistics step, picking up an object.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,11.8930896,#C C drops the brush in his left hand in the drawer,Carpentry,Object Transfer,"[CtxFixed] The action of dropping the brush into the drawer is a deliberate placement, which fits the definition of 'Object Transfer'.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,12.1106496,#C C passes the brush to his left hand,Carpentry,Object Transfer,Logistics of moving the brush from one hand to another.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,12.3213096,#C C closes the drawer with his right hand,Carpentry,Object Transfer,"The action involves closing a drawer, which is a logistics step.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,14.571009599999998,#C C cleans the wooden structure with the brush,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,15.4653196,#C C grabs the cloth on the wooden structure,Carpentry,Object Transfer,Action involves picking up an object (logistics step).,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,17.331349600000003,#C C cleans the wooden structure with the brush,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,20.130319600000004,#C C put the cloth on the table,Carpentry,Object Transfer,Logistics step of placing an object (cloth) on a surface (table).,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,21.3385096,#C C carries the wooden structure,Carpentry,Locomotion,"Body moving through space while carrying an object, high body acceleration.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,23.3248296,#C C puts the wooden structure on the table,Carpentry,Object Transfer,Moving an object from one place to another (putting on a table).,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,24.4476696,#C C cleans the wooden structure with the brush,Carpentry,Essential Operation,"Core task involving manual cleaning with a brush, high hand activity.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,28.5602496,#C C holds the wooden structure with his left hand,Carpentry,Stationary,"Low body/hand motion, holding position.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,32.900299600000004,#C C removes his left hand from the wooden structure,Carpentry,Stationary,"The action involves removing a hand from a structure, which is a minor movement and indicates a pause or transition rather than active motion.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,33.349349600000004,#C C cleans the wooden structure with the brush,Carpentry,Essential Operation,"Core task involving manual cleaning, high hand activity.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,43.5396596,#C C puts his left hand on the wooden structure,Carpentry,Stationary,"Low body/hand motion, indicating a stable position.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,50.671389600000005,#C C cleans the wooden structure with his right hand,Carpentry,Essential Operation,Core task involving high hand activity.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,51.9913496,#C C holds the brush in his right hand,Carpentry,Stationary,"The action describes holding an object without movement, indicating low energy activity.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,52.179809600000006,#C C cleans the wooden structure with the brush,Carpentry,Essential Operation,"Core task involving manual cleaning with a brush, high hand activity.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,53.102109600000006,#C C cleans the wooden structure with his right hand,Carpentry,Essential Operation,Core task involving high hand activity.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,53.8515996,#C C cleans the wooden structure with the brush,Carpentry,Essential Operation,Core task involving manual cleaning activity.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,56.0159296,#C C carries the wooden structure,Carpentry,Locomotion,Body moving through space with the wooden structure.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,60.306709600000005,#C C puts the wooden structure on the table,Carpentry,Object Transfer,Logistics step involving the placement of an object.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,62.681059600000005,#C C cleans the wooden structure with the brush,Carpentry,Essential Operation,Core task involving high hand activity.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,62.4856496,#C C puts his left hand on the wooden structure,Carpentry,Stationary,The action indicates a stable position with minimal motion.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,67.5793796,#C C removes his left hand from the wooden structure,Carpentry,Stationary,"The action involves removing a hand from a structure, indicating a pause or static position.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,70.6812296,#C C puts the brush on the table,Carpentry,Object Transfer,"Logistics step, placing the brush down.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,71.4712496,#C C picks the cloth on the floor with his left hand,Carpentry,Object Transfer,Logistics step involving picking up an object.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,74.3252596,#C C picks the cloth on the floor with his right hand,Carpentry,Object Transfer,"Logistics step, picking up an object with the hand.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,72.66881959999999,#C C folds the cloth with his hands,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,73.6725896,#C C drops the cloth on a wooden structure on the floor,Carpentry,Object Transfer,"Action involves placing an object (dropping the cloth), which is a logistics step.",silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,75.4711196,#C C unfolds the cloth with his hands,Carpentry,Object Transfer,Logistics step involving the manipulation of an object.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,79.8263896,#C C puts the cloth on the wooden structure,Carpentry,Object Transfer,Logistics step involving picking up and placing an object.,silver
a5d416f3-723a-4181-8ed3-3e3c97a4cd3c,82.2591296,#C C removes the cloth on the wooden structure,Carpentry,Object Transfer,Logistics step involving picking up or removing an object.,silver
