batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,-3.999999999976245e-07,#C C holds peach in his hand,Cleaning,Stationary,"Low body/hand motion, holding an object without movement."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,1.6593496,#C C turns around,Cleaning,Locomotion,Turning around involves body movement through space.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,3.2987796,#C C walks on the floor,Cleaning,Locomotion,"Body moving through space (walking), high body acceleration."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,5.6878496,#C C places the peaches on the table,Cleaning,Object Transfer,Logistics step involving picking up and placing an object.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,6.2460496,#C C picks a towel from the table,Cleaning,Object Transfer,"Logistics step, picking up an object."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,7.4970896,#C C wipes his hands with a cloth towel,Cleaning,Essential Operation,Core task involving high hand activity.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,14.9028696,#C C throws cloth towel on the table,Cleaning,Locomotion,"Body movement to throw the cloth, high body acceleration."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,18.621229600000003,#C C picks a peach,Cleaning,Object Transfer,Logistics step involving picking up an object.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,19.5705896,#C C walks on the floor,Cleaning,Locomotion,"Body moving through space, indicative of walking."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,22.8413296,#C C pulls a drawer,Cleaning,Object Transfer,Logistics action involving a drawer.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,24.611259600000004,#C C picks a knife,Cleaning,Object Transfer,Logistics/Setup step.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,25.704759600000003,#C C turns around,Cleaning,Stationary,Turning around is a brief movement that does not involve continuous locomotion or high activity.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,26.5719896,#C C walks on the floor,Cleaning,Locomotion,"Body moving through space, involves walking."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,31.2350996,#C C sits on a chair,Cleaning,Stationary,"Low body/hand motion, sitting on a chair."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,32.7785196,#C C pulls chair on the floor,Cleaning,Locomotion,"Movement of the chair through space, likely involves sliding or dragging which is a form of locomotion."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,35.1299396,#C C picks a peach from the table,Cleaning,Object Transfer,Logistics step involving picking up an object.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,36.3211296,#C C cuts the peach,Cleaning,Essential Operation,"Core task, high hand activity."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,41.6062996,#C C twists the peach with his hands,Cleaning,Essential Operation,Core manual task involving high hand activity.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,43.6840296,#C C cuts the peach,Cleaning,Essential Operation,"Core task, high hand activity."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,46.7629596,#C C eats the peach,Cleaning,Essential Operation,"Core task, high hand activity."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,54.1944796,#C C moves plate on the table,Cleaning,Object Transfer,Logistics step involving moving an object.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,58.227419600000005,#C C cuts the peach,Cleaning,Essential Operation,"Core task, high hand activity."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,61.067879600000005,#C C eats the peach,Cleaning,Essential Operation,"Core task involving manual manipulation, high hand activity."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,71.6568896,#C C puts peach in the mouth,Cleaning,Stationary,"Low body/hand motion, eating action."
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,72.4405596,#C C eats the peach,Cleaning,Essential Operation,Core manual task involving the hands with high activity.
0,50444259-3a59-4f0a-b846-ac0c1b32b5ca,75.59995959999999,#C C cuts the peach,Cleaning,Essential Operation,"Core task, high hand activity."
