video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
f19d037c-2731-4f4f-a850-bfbcb20d6f68,0.0070286,#C C Sits on the bed,Playing Instrument,Stationary,"Low body/hand motion, sitting still.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,1.5776786,#C C Mixes some cards,Playing Instrument,Stationary,Mixing cards is a low-energy activity that involves handling objects but does not involve significant body or hand acceleration.,silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,19.5780186,#C C Talks to woman X,Playing Instrument,Stationary,"Low body/hand motion, likely involves speaking.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,21.5802286,#C C Mixes the cards,Playing Instrument,Stationary,"The action described does not match the scenario of playing an instrument and seems out of context. It implies a manual, stationary task like shuffling cards, which involves minimal body motion.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,25.6461186,#C C Shares the cards with woman X,Playing Instrument,Stationary,"The action describes a stationary interaction, likely involving holding or showing cards without significant movement.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,32.0551186,#O Woman X Holds the phone,Playing Instrument,Stationary,Holding an object with minimal movement.,silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,36.4059086,#O Woman X Picks her cards,Playing Instrument,Object Transfer,Logistics/Setup step (picking up cards).,silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,38.2183286,#C C Puts a card in the middle,Playing Instrument,Object Transfer,Logistics/Setup step involving placing an object.,silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,40.2338986,#C C Picks his cards,Playing Instrument,Stationary,"The action described is picking cards, which involves minimal body movement and is likely a static activity.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,41.8870386,#C C Puts his phone on # #unsure,Playing Instrument,Object Transfer,"The action involves placing an object (phone) down, which is a logistics step.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,41.7050986,#C C Picks his phone,Playing Instrument,Stationary,"Low body/hand motion, picking up a phone typically involves minimal movement.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,45.1373186,#C C Spreads the cards in his hand,Playing Instrument,Stationary,The action describes a preparatory movement that does not involve significant body or hand motion.,silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,53.6695686,#C C Looks at his cards,Playing Instrument,Search,"Head movement (visual search), hands mostly still.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,54.4939386,#C C Drops a card,Playing Instrument,Object Transfer,"[CtxFixed] The action of dropping a card is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,55.1340786,#C C Picks the card,Playing Instrument,Stationary,"The action described does not involve significant movement, suggesting a low-energy state.",silver
f19d037c-2731-4f4f-a850-bfbcb20d6f68,67.7045086,#C C Spreads the cards in his left hand,Playing Instrument,Essential Operation,Core task involving high hand activity.,silver
