video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
94c90968-502c-4cb1-9aa7-359a3ee0338d,0.4544886,#C C places the phone in the table,Playing Instrument,Object Transfer,Logistics step involving placing an object.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,2.6997486000000004,#C C moves the box in the table,Playing Instrument,Object Transfer,Logistics step involving moving an object (box) to a location (table).,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,3.5281286,#C C picks a container in the table,Playing Instrument,Object Transfer,Logistics step involving picking up an object.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,8.298778599999999,#C C puts #unsure in the cup,Playing Instrument,Object Transfer,Logistics step involving picking up or putting down an object.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,15.5575486,#C C picks a container,Playing Instrument,Object Transfer,Logistics step involving picking up an object.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,18.4577486,#C C pushes moves the plastic container,Playing Instrument,Object Transfer,"The action involves moving an object, which is a logistics step.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,28.6056486,#C C picks a packet,Playing Instrument,Object Transfer,Logistics/Setup step (picking up an object).,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,31.1534786,#C C pours a liquid from the packet,Playing Instrument,Object Transfer,Logistics step involving picking up and pouring a liquid.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,34.0365886,#C C closes the packet,Playing Instrument,Object Transfer,"Logistics step involving closing a packet, short burst of hand activity.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,36.1356686,#C C stirs the solution in the cup,Playing Instrument,Essential Operation,"Core task involving manual manipulation, high hand activity.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,37.8174786,#C C picks the kettle,Playing Instrument,Object Transfer,Logistics step of picking up the kettle.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,39.9054786,#C C pours the liquid to the cup from the kettle,Playing Instrument,Object Transfer,"Logistics step involving pouring, which involves short bursts of hand acceleration.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,43.9726886,#C C pours the liquid,Playing Instrument,Object Transfer,"The action involves transferring an object (pouring liquid), which is a logistics step.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,49.3798486,#C C places the kettle in the table,Playing Instrument,Object Transfer,Logistics/Setup step (placing an object).,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,50.680938600000005,#C C stirs the solution in the cup with the spoon,Playing Instrument,Essential Operation,Core manual task involving hand activity.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,59.5632686,#C C picks the packets,Playing Instrument,Object Transfer,Logistics step involving picking up objects.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,61.8647086,#C C opens the fridge,Playing Instrument,Object Transfer,Opening the fridge is a logistics step involving a specific action with the hands.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,64.69320859999999,#C C puts the packet in the fridge,Playing Instrument,Object Transfer,"Logistics/Setup step, putting an object in a location.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,66.52101859999999,#C C closes the fridge,Playing Instrument,Object Transfer,Closing the fridge involves a specific action to interact with an object.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,69.4076686,#C C picks the phone,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,74.5658886,#C C places a cup of drink in the table,Playing Instrument,Object Transfer,"Logistics/Setup step, placing an object.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,76.8166986,#C C operates the tablet,Playing Instrument,Stationary,"Low body/hand motion, indicating a stationary activity like operating a tablet.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,78.0785686,#C C walks,Playing Instrument,Locomotion,"Body moving through space, involves walking.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,81.8722986,#C C picks a cup of drink,Playing Instrument,Object Transfer,"Logistics step, picking up an object.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,85.35257859999999,#C C puts the spoon in the sink,Playing Instrument,Object Transfer,Logistics/Setup step (putting an object in a location).,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,88.8859186,#C C puts on the tap,Playing Instrument,Object Transfer,"Logistics step, putting on an object (tap).",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,92.7064986,#C C walks,Playing Instrument,Locomotion,"Body moving through space, walking.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,97.1508186,#C C puts on the cooker,Playing Instrument,Object Transfer,Logistics/Setup step involving picking up or placing an object.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,98.8013186,#C C walks,Playing Instrument,Locomotion,Body moving through space.,silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,108.4876986,#C C converses with O,Playing Instrument,Stationary,"Low body/hand motion, likely involves speaking.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,123.7698986,#C C picks the baby,Playing Instrument,Object Transfer,"Picking an object (or in this case, a baby) involves a specific action of picking up and holding.",silver
94c90968-502c-4cb1-9aa7-359a3ee0338d,127.9380986,#C C moves the toy,Playing Instrument,Stationary,"The action 'moves the toy' is vague and could imply minimal movement, more likely to be a stationary activity.",silver
