video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
5f6f87ea-e1c3-4868-bb60-22c9e874d056,-3.999999999976245e-07,#O A man V moves a card on the table with his right hand.,Playing Instrument,Essential Operation,The action involves a core manual task with high hand activity.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,2.8853296000000004,#O A woman X shifts cards on the table with her left hand.,Playing Instrument,Object Transfer,"Logistics step, moving objects with short bursts of hand activity.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,4.919889599999999,#O The woman X picks a card on the table with her left hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,5.813189599999999,#O The man U points his right hand at a card on the table.,Playing Instrument,Stationary,"The action involves a pointing gesture which is a low energy, stationary activity.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,4.0606296,#O The man W drops a card on the table with his right hand.,Playing Instrument,Object Transfer,"The action involves placing an object (card) on a surface, which is a logistics step.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,8.836149599999999,#O The man W shifts a card on the table with his right hand.,Playing Instrument,Essential Operation,Core manual task involving precise hand movements.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,8.836149599999999,#O The woman T looks at the cards on the table.,Playing Instrument,Search,"Head movement (visual search), hands mostly still.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,-3.999999999976245e-07,#O A man U looks at the cards on the table.,Playing Instrument,Search,"Head movement (looking at cards), hands mostly still.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,-3.999999999976245e-07,#O A woman T looks at the cards on the table.,Playing Instrument,Stationary,The action describes a visual inspection without significant body or hand movement.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,-3.999999999976245e-07,#O A man S beside C places his right hand on the table.,Playing Instrument,Stationary,"The action describes a placement, which is a low-energy, static movement.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,-3.999999999976245e-07,#C C sits by a table.,Playing Instrument,Stationary,"Low body/hand motion, sitting by a table.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,0.6231996,#O A man W touches a card on the table with his right hand.,Playing Instrument,Stationary,"The action involves a touch and likely minimal movement afterwards, indicating a low energy state.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,1.9776796,#O The man W picks the card on the table with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,8.2762996,#O The man U looks at the cards on the table.,Playing Instrument,Search,"Head movement (visual search), hands mostly still.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,10.1801296,#O The woman X drops a card on the table with her left hand.,Playing Instrument,Object Transfer,Refined via regex fallback,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,11.0735596,#O A woman X shifts a card on the table with her left hand.,Playing Instrument,Object Transfer,Logistics action involving moving an object (card).,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,13.4729096,#C C moves backward.,Playing Instrument,Locomotion,"Body moving through space (backward movement), high body acceleration.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,15.206239599999998,"#O The woman T interacts with the C, the men and woman X.",Playing Instrument,Stationary,"The action does not specify any distinct motion or activity that can be categorized into the other options, suggesting a stationary or conversational interaction.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,15.7757596,#C C moves forward.,Playing Instrument,Locomotion,"Movement through space, likely involves walking or moving the body.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,15.7114696,#O The woman T touches a card on the table with her left hand.,Playing Instrument,Stationary,The action involves a minor touch and is likely to occur while the person is in a stationary position.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,16.4918796,#O A man Y points his right hand at a card on the table.,Playing Instrument,Stationary,The action describes a pointing gesture which is a static interaction with minimal body or hand motion.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,17.856419600000002,#O The man Y points his right hand at a card on the table.,Playing Instrument,Stationary,The action involves a static pointing gesture with minimal body movement.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,18.2467396,#O The woman X points her right hand at a card on the table.,Playing Instrument,Stationary,The action described involves a static pointing motion with minimal body movement.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,18.835169600000004,#O The woman X points her right hand at a card on the table.,Playing Instrument,Stationary,The action involves pointing at a card and does not involve significant body or hand movement.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,19.2036796,#O The woman X points her right hand at a card on the table.,Playing Instrument,Stationary,The action involves pointing at a card and does not involve significant movement or activity.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,15.9505896,#O The man U looks at the cards on the table.,Playing Instrument,Search,"Head movement (visual search), hands mostly still.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,19.269589600000003,#O The woman X points her right hand at a card on the table.,Playing Instrument,Stationary,The action described is a static pointing gesture with minimal body movement.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,19.383589600000004,#O The woman X points her right hand at a card on the table.,Playing Instrument,Stationary,The action described involves a static pointing gesture with minimal body movement.,silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,18.3960596,#O The woman T looks at the cards on the table.,Playing Instrument,Search,"Head movement (visual search), hands mostly still.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,23.325259600000003,#O The man W drops a token on a card with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up and placing down an object, which is a logistics step.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,23.541649600000003,#O The woman T drops a token on a card with her right hand.,Playing Instrument,Object Transfer,"[CtxFixed] The action involves the woman deliberately placing a token onto a card, which fits the definition of a deliberate placement.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,23.541649600000003,#O The man U drops a token on a card with his right hand.,Playing Instrument,Object Transfer,"[CtxFixed] The action of dropping a token on a card appears to be a deliberate placement, which fits the definition of 'Object Transfer'.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,23.958309600000003,#O The man V drops a token on a card with his right hand.,Playing Instrument,Object Transfer,"The action involves picking up and placing a token, which is a logistics step.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,23.921799600000003,#C C drops a token on a card with his right hand.,Playing Instrument,Object Transfer,"[CtxFixed] The action of dropping a token on a card appears to be a deliberate placement, which fits the definition of 'Object Transfer'.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,24.7073996,#O The man Y drops a token on a card with his right hand.,Playing Instrument,Object Transfer,"[CtxFixed] The action of dropping a token on a card with the right hand appears to be a deliberate placement, which fits the definition of 'Object Transfer'.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,24.7073996,#O The woman X drops a token on a card with her right hand.,Playing Instrument,Object Transfer,"[CtxFixed] The action of dropping a token on a card appears to be a deliberate placement, which fits the definition of 'Object Transfer'.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,27.361829600000004,#O The woman T looks at man S.,Playing Instrument,Stationary,"Low body/hand motion, visual interaction only.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,28.9763896,#C C looks at man S.,Playing Instrument,Search,"Head movement (visual search), hands mostly still.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,29.780929600000004,#O The woman T looks at man S.,Playing Instrument,Stationary,"Low body/hand motion, indicative of observation or conversation.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,33.486889600000005,#O The man S touches a card on the table.,Playing Instrument,Stationary,"The action involves touching a card on the table, which is a low-energy, stationary activity.",silver
5f6f87ea-e1c3-4868-bb60-22c9e874d056,35.5079696,#O The woman T claps her hands.,Playing Instrument,Stationary,"The action of clapping hands is a brief and stationary gesture, not involving continuous motion or high energy activity.",silver
