video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
ee05e77f-d52f-48d7-b19f-6b14411a7849,0.0070286,#C C walks around the laundry,Cleaning,Locomotion,"Body moving through space, indicative of walking.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,1.7818786,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,3.2655186000000005,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics step involving placing an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,4.1955286,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,5.4832186,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,"Logistics step, moving the cloth to the laundry machine.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,6.7106586,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,"Logistics/Setup step, picking up an object.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,8.0986786,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics step involving the placement of an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,8.7956286,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,14.1165886,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics step involving picking up and placing the cloth.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,15.8860986,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,17.6537386,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics action involving picking up and placing the cloth.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,18.6253486,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,22.491048600000003,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics step involving picking up and placing the cloth.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,24.398878600000003,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,30.244688600000003,#C C moves the laundry basket on the floor with leg,Cleaning,Locomotion,Body moving through space (moving the laundry basket with leg). High body acceleration.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,32.3194886,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics step involving picking up and placing the cloth.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,36.4814786,#C C moves the laundry basket on the floor with right hand,Cleaning,Object Transfer,Logistics action involving moving an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,37.9537786,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics/Setup step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,39.8741586,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics step involving the placement of an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,41.0535686,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,43.4608886,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,44.3965186,#C C moves the cloth inside the laundry basket,Cleaning,Locomotion,"Body moving through space to place the cloth inside the basket, involves significant body movement.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,46.5669686,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,46.9458486,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics step involving placing the cloth into the machine.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,47.5505686,#C C moves the cloth inside the laundry basket,Cleaning,Object Transfer,Movement of an object (cloth) within a specific location (laundry basket).,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,53.6061486,#C C picks up the cloth from the laundry basket,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,55.8190286,#C C puts the cloth inside the laundry machine,Cleaning,Object Transfer,Logistics step involving picking up and placing the cloth.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,57.2676086,#C C closes the door of the laundry machine,Cleaning,Object Transfer,Logistics step involving the closure of a door.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,65.8594486,#C C opens the cupboard,Cleaning,Object Transfer,Logistics action involving opening a cupboard.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,67.3928586,#C C picks up the bottle of soap and the box from the cupboard,Cleaning,Object Transfer,Logistics step involving picking up multiple objects.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,71.5055586,#C C puts the bottle of soap and the box on the sink,Cleaning,Object Transfer,Logistics step involving moving objects to a specific location.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,71.8374686,#C C closes the cupboard,Cleaning,Object Transfer,Logistics step involving closing an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,72.4456986,#C C opens the laundry detergent drawer,Cleaning,Object Transfer,Logistics step involving opening a drawer.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,73.7152886,#C C moves the box on the sink,Cleaning,Object Transfer,Logistics step involving moving an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,74.4206586,#C C opens the box,Cleaning,Object Transfer,Logistics step involving opening a container.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,75.1341086,#C C scoops the soap inside the box with a container,Cleaning,Object Transfer,Logistics step involving picking up and placing the soap.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,79.0728286,#C C puts the soap inside the laundry detergent drawer,Cleaning,Object Transfer,Logistics/Setup step involving picking up and placing the soap.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,82.4662386,#C C puts the container inside the box,Cleaning,Object Transfer,Logistics step involving picking up and placing the container.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,83.30759859999999,#C C closes the box,Cleaning,Object Transfer,"Closing the box involves a logistics step, typically associated with picking up or putting down objects.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,85.0721286,#C C picks up the soap bottle from the sink,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,85.97199859999999,#C C opens the bottle top,Cleaning,Object Transfer,Opening a bottle top is a logistics step involving short bursts of hand activity.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,90.4240586,#C C pours the soap inside the bottle top,Cleaning,Essential Operation,"Core task involving fine motor skills and manipulation, high hand activity.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,92.4085986,#C C pours the soap inside the laundry detergent drawer,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,95.9022086,#C C closes the soap bottle with a bottle top,Cleaning,Object Transfer,Logistics action involving closing an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,97.8659386,#C C puts the soap bottle on the sink,Cleaning,Object Transfer,Logistics step involving picking up and placing an object.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,97.9931486,#C C closes the laundry detergent drawer,Cleaning,Object Transfer,Logistics step involving the closure of a drawer.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,101.8451386,#C C operates the laundry machine,Cleaning,Essential Operation,Core task involving manual operation of an appliance.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,106.5730286,#C C stares the laundry machine,Cleaning,Stationary,"Low body/hand motion, likely observing.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,109.5294986,#C C operates the laundry machine,Cleaning,Stationary,"Operating the laundry machine typically involves pressing buttons or setting controls, which are low-energy activities.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,110.6264786,#C C stares the laundry machine,Cleaning,Stationary,"Low body/hand motion, likely observing.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,113.1398986,#C C operates the laundry machine,Cleaning,Stationary,"Operating the laundry machine typically involves pressing buttons or setting dials, which are low-energy actions.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,114.3282286,#C C stares the laundry machine,Cleaning,Stationary,"Low body/hand motion, likely observing the machine.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,115.9922986,#C C operates the laundry machine,Cleaning,Stationary,Operating a machine typically involves minimal movement and can be considered a stationary action.,silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,117.1967386,#C C stares the laundry machine,Cleaning,Stationary,"Low body/hand motion, likely observing the machine.",silver
ee05e77f-d52f-48d7-b19f-6b14411a7849,121.5870486,#C C operates the laundry machine,Cleaning,Stationary,Operating a machine typically involves minimal body movement and can be considered a stationary activity.,silver
