video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
ebae32c1-6ad1-4b96-851c-166e1784d50a,1.126,#C C adjusts the camera,Carpentry,Search,"Head movement (visual adjustment), hands mostly still.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,11.392,#C C opens the door,Carpentry,Object Transfer,Opening a door is a logistics step involving the manipulation of an object.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,25.347,#C C adjusts the earphones,Carpentry,Stationary,"Low body/hand motion, possibly involves minimal hand adjustment.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,34.644,#C C swipes the card,Carpentry,Stationary,"The action of swiping a card is a brief, low-energy interaction.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,35.395,#C C opens the door,Carpentry,Object Transfer,Opening a door is a logistics step involving the manipulation of an object.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,37.822,#C C goes into the room,Carpentry,Stationary,"The action implies movement into a room, which is more about changing location than performing an active task.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,47.718,#C C puts some music on the phone,Carpentry,Stationary,Putting music on a phone is a low-energy action.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,51.768,#C C moves the scissors aside,Carpentry,Object Transfer,Logistics step involving moving an object.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,52.447,#C C picks up the gloves,Carpentry,Object Transfer,"Logistics step, picking up an object.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,60.091,#C C puts the phone down,Carpentry,Stationary,"Low body/hand motion, indicative of a pause or transition.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,61.048,#C C pulls the chair,Carpentry,Locomotion,"The action involves moving the chair, which implies a change in position or location, indicating high body acceleration.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,62.078,#C C sits down,Carpentry,Stationary,"Low body/hand motion, indicating a pause or rest.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,65.953,#C C puts the gloves down,Carpentry,Object Transfer,"Logistics step, putting down an object.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,66.653,#C C puts the glove on the right hand,Carpentry,Stationary,"The action involves putting on a glove, which is a brief movement and primarily involves the hands remaining relatively still.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,82.593,#C C puts the glove down,Carpentry,Object Transfer,Logistics step of putting an object down.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,83.532,#C C searches the left pocket,Carpentry,Search,Implication of head and hand movement to search the pocket.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,101.976,#C C puts the pen on the mesh table,Carpentry,Object Transfer,Logistics step involving placing an object.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,113.082,#C C picks up the gloves,Carpentry,Object Transfer,"Logistics action, picking up an object.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,115.356,#C C picks up another glove,Carpentry,Object Transfer,Logistics step involving picking up an object.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,118.754,#C C puts the glove in the box,Carpentry,Object Transfer,Logistics step involving putting an object into a container.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,128.423,#C C sits down,Carpentry,Stationary,"Low body/hand motion, indicating a stationary action.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,143.023,#C C picks up the spray #unsure,Carpentry,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,144.743,#C C picks up the tissue paper,Carpentry,Object Transfer,Logistics step involving picking up an object.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,148.613,#C C sprays the #unsure on the paper,Carpentry,Essential Operation,Core task involving high hand activity.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,151.588,#C C wipes the paper,Carpentry,Stationary,"Low body/hand motion, likely involves fine motor skills with minimal movement.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,168.416,#C C wipes the paper,Carpentry,Essential Operation,Core manual task involving hand movement.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,172.056,#C C puts the glove down,Carpentry,Object Transfer,"Logistics step, putting the glove down.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,176.617,#C C holds the tree container,Carpentry,Stationary,"Low body/hand motion, holding an object without movement.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,178.246,#C C holds the container,Carpentry,Stationary,"Low body/hand motion, holding position.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,186.681,#C C picks up the basin,Carpentry,Object Transfer,Logistics/Setup step (lifting an object).,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,191.828,#C C puts the basin down,Carpentry,Object Transfer,"Logistics/Setup step, placing an object.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,198.057,#C C picks up #unsure from the container,Carpentry,Object Transfer,Logistics step involving picking up an object.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,202.65,#C C puts the #unsure down,Carpentry,Object Transfer,"Logistics step, likely involves picking up or putting down an object.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,204.111,#C C picks up the pen,Carpentry,Object Transfer,Logistics action of picking up an object.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,207.647,#C C holds the #unsure,Carpentry,Stationary,"Low body/hand motion, holding an object without movement.",silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,209.322,#C C writes on the #unsure,Carpentry,Stationary,Writing typically involves minimal body movement and is a stationary activity.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,221.592,#C C puts the #unsure away,Carpentry,Object Transfer,Logistics step of putting an object away.,silver
ebae32c1-6ad1-4b96-851c-166e1784d50a,228.085,#C C writes on the #unsure,Carpentry,Stationary,Writing typically involves minimal body movement and is a low-energy activity.,silver
