batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,0.0070286,#c c picks a shirt,Cleaning,Object Transfer,Logistics step involving picking up an object.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,2.9537786000000006,#c c removes hanger from the shirt,Cleaning,Object Transfer,Logistics/Setup step involving picking up or removing an object.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,6.5217386,#c c puts the hanger aside,Cleaning,Object Transfer,Logistics/Setup step involving picking up and putting down an object.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,10.5913386,#c c spreads the shirt on the iron table,Cleaning,Essential Operation,Core task involving manual operation with the hands.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,15.6244386,#c c picks an iron,Cleaning,Object Transfer,"Picking up an object, involves logistics."
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,21.3229286,#c c irons the iron stand cloth,Cleaning,Essential Operation,Core task involving high hand activity.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,26.413048600000003,#c c irons the shirt,Cleaning,Essential Operation,Core manual task involving high hand activity.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,57.5233786,#c c puts the iron aside,Cleaning,Object Transfer,Logistics step involving picking up and putting down an object.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,59.6423386,#c c adjusts the shirt,Cleaning,Stationary,"Low body/hand motion, likely involves minor adjustments without significant movement."
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,66.6267586,#c c picks the iron,Cleaning,Object Transfer,"Logistics step of picking up the iron, involves short bursts of hand acceleration."
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,67.4263986,#c c irons the shirt,Cleaning,Essential Operation,Core manual task involving high hand activity.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,118.8483986,#c c puts the iron aside,Cleaning,Object Transfer,Logistics step of putting an object aside.
0,c2b3e7ea-fbeb-4491-b5bc-d0dd723496f7,120.5518286,#c c adjusts the shirt,Cleaning,Stationary,"Low body/hand motion, likely involves minor adjustments without significant movement."
