batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,-0.0123047333333333,#C C operates a phone,Cooking,Stationary,"Low body/hand motion, likely involves fine motor skills with minimal acceleration."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,2.9812952666666668,#C C fixes a camera,Cooking,Essential Operation,"[CtxFixed] Operating a camera is considered an essential task, similar to operating a phone, which was labeled as Stationary."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,5.603125266666667,#C C places a phone on a kitchen towel,Cooking,Object Transfer,Logistics/Setup step involving placing an object.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,6.4451252666666665,#C C stares at a phone,Cooking,Stationary,"Low body/hand motion, primarily visual engagement."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,12.080735266666666,#C C presses a phone,Cooking,Stationary,"Low body/hand motion, likely pressing buttons on a phone."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,12.669055266666666,#C C picks a phone,Cooking,Object Transfer,Logistics step involving picking up an object.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,14.088165266666666,#C C places a phone on the kitchen hood,Cooking,Object Transfer,Logistics step involving placing an object.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,14.810285266666666,#C C folds a pullover,Cooking,Essential Operation,"Core manual task involving hands with focused, precise movements."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,16.969205266666666,#C C picks a pan,Cooking,Object Transfer,"Logistics step, picking up an object."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,18.740985266666662,#C C rotates cooking stove knob,Cooking,Essential Operation,Adjusting the knob is a core task involving fine hand movements.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,19.643015266666666,#C C places a pan on a cooking stove,Cooking,Object Transfer,Logistics step involving moving an object to a specific location.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,21.102815266666667,#C C walks in the kitchen,Cooking,Locomotion,Movement through space (walking).
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,24.537495266666667,#C C picks a bottle,Cooking,Object Transfer,Logistics step of picking up an object.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,25.346365266666663,#C C holds a bottle with both hands,Cooking,Stationary,"Low body/hand motion, holding an object."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,25.902705266666665,#C C walks in the kitchen,Cooking,Locomotion,Body moving through space (walking).
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,27.914995266666665,#C C wipes the face,Cooking,Stationary,"Low body/hand motion, likely a brief idle or pause action."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,28.556605266666665,#C C picks a jar,Cooking,Object Transfer,Logistics action involving picking up an object.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,28.904955266666665,#C C places a bottle on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,29.542635266666665,#C C stares a jar,Cooking,Stationary,"Low body/hand motion, focused gaze."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,30.133575266666664,#C C holds a jar with both hands,Cooking,Stationary,"Low body/hand motion, holding an object without movement."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,30.708035266666663,#C C walks in the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,32.73179526666667,#C C picks a shaker,Cooking,Object Transfer,Logistics step involving picking up an object.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,33.48151526666667,#C C stares at a shaker,Cooking,Stationary,"Low body/hand motion, focused gaze."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,39.98263526666667,#C C opens a shaker,Cooking,Object Transfer,Logistics step involving opening an object.
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,41.27856526666667,#C C smells red pepper,Cooking,Stationary,"Low body/hand motion, focusing on smell."
0,1fae6ecb-2ad9-4160-b388-c34e7d018915,42.402575266666666,#C C lids a shaker,Cooking,Object Transfer,Logistics/Setup step involving picking up and placing the lid.
