video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round
07884569-3860-4a20-8c85-278eefbd678e,7.299668599999999,#O man A claps his hands,Playing Instrument,Stationary,Clapping hands can be considered a stationary action if it is not part of a larger movement or locomotion.,silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,16.587258600000002,#C C divides the cards,Playing Instrument,Stationary,"The action of dividing cards is a low-energy, stationary activity.",silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,122.2879386,#O man A puts hand on top of the hand of C,Playing Instrument,Object Transfer,Logistics step involving a physical interaction.,silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,182.7122886,#C C pulls up the sweater,Playing Instrument,Stationary,"The action of pulling up a sweater is a brief, low-energy motion.",silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,219.2124486,#O man A picks the cards,Playing Instrument,Stationary,The action described seems unrelated to playing an instrument and does not involve significant body or hand motion.,silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,297.6517961585938,#C C puts hand up,Playing Instrument,Object Transfer,Logistics/Setup step (putting hand up to likely hold an instrument).,silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,675.3943343045785,#O man A points at the cards,Playing Instrument,Stationary,The action describes a pointing gesture which involves minimal body movement.,silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,814.2123843045784,#C C pulls up his sweater,Playing Instrument,Stationary,"The action of pulling up a sweater is a brief, low-energy motion.",silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,937.053897144922,#C C swipes on the phone,Playing Instrument,Stationary,"Low body/hand motion, likely focused on the phone.",silver,11,r001
07884569-3860-4a20-8c85-278eefbd678e,1160.6129573792969,#C C puts hands up,Playing Instrument,Stationary,"The action describes a preparatory movement without active engagement with the instrument, indicating low energy and no significant motion.",silver,11,r001
09c98c4f-dc2a-429b-8afa-624211cd4bfd,102.0612,#C C catches up with a man H,Cleaning,Locomotion,"[CtxFixed] The current action describes the continuation of movement, specifically catching up with another person, which falls under the category of Locomotion.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,27.679625266666665,#C C puts a packet of # #unsure inside the container,Cleaning,Object Transfer,Logistics step involving picking up and placing an item.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,33.33901526666667,#C C carries a packet of wipes up,Cleaning,Locomotion,"Body moving through space with an object, high body acceleration.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,33.80511526666667,#C C carries up a plastic container,Cleaning,Locomotion,Body moving through space with an object.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,37.396665266666666,#C C picks the suitcase,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,48.96405526666667,#C C opens the suitcase,Cleaning,Object Transfer,"Opening an object, which involves a short burst of hand activity.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,160.92219526666668,#C C puts the monitor on the coach,Cleaning,Object Transfer,Logistics/Setup step involving moving an object.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,166.67951526666667,#C C walks back to the room,Cleaning,Locomotion,Body moving through space (walking).,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,183.2158552666667,#C C holds the chair with the hand,Cleaning,Stationary,"Low body/hand motion, holding an object without movement.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,192.92611526666667,#C C folds the electrical cable,Cleaning,Essential Operation,Core manual task involving hand manipulation.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,208.87299526666663,#C C puts the electrical cable down on the table,Cleaning,Object Transfer,Logistics step involving moving an object (cable).,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,242.05771526666663,#C C zip the inner part of the suitcase,Cleaning,Essential Operation,Core manual task involving fine motor skills.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,291.71412526666666,#C C drops the cables in suit case.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the cables into the suitcase is a deliberate placement, which fits the criteria for Object Transfer.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,461.5052852666667,#C C puts the computer in the vehicle.,Cleaning,Object Transfer,Logistics step involving moving an object from one location to another.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,576.5108852666667,#C C grabs a polythene bag,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,713.5412652666668,#C C closes the suitcase,Cleaning,Object Transfer,"Closing an object, which involves a short burst of hand activity.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,1180.3724219333333,#C C loosens the second tripod,Cleaning,Essential Operation,"Core manual task, likely involves manipulation and force.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,1480.0884919333332,#C C carries the suitcase from the ground,Cleaning,Locomotion,Body moving through space to carry an object.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,1481.7704219333334,#C C places the suitcase on the ground,Cleaning,Object Transfer,Logistics step involving the placement of an object.,silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,1534.1206519333334,#C C joins two eye glasses together,Cleaning,Stationary,"Low body/hand motion, fine manipulation.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,1835.4090886,# C C walks around the area,Cleaning,Locomotion,"Movement through space, indicative of walking.",silver,11,r001
0cf71e76-0ed9-4fb9-875f-be49528105b7,1848.3264686,# C C walks towards the door,Cleaning,Locomotion,Body moving through space (walking).,silver,11,r001
0dbabadf-c3d5-4e98-bb20-ce9d930c2474,4.5215786,#C C switches off the socket,Cleaning,Stationary,"Low body/hand motion, likely involves pressing a button or flipping a switch.",silver,11,r001
0dbabadf-c3d5-4e98-bb20-ce9d930c2474,108.4462586,#C C pulls brush out of the cord,Cleaning,Object Transfer,Logistics action involving picking up or moving an object.,silver,11,r001
0dbabadf-c3d5-4e98-bb20-ce9d930c2474,911.4225159242188,#C C puts pipe in a bag compartment,Cleaning,Object Transfer,"Logistics step, placing an object into a bag.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,3.25427,#C C looks at wrist,Walking Outdoors,Search,"Head movement (looking), hands mostly still.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,78.96478,#C C puts pen down,Walking Outdoors,Stationary,The action involves a static gesture (putting pen down) with low body and hand motion.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,129.31068,#C C sanitizes hands,Walking Outdoors,Essential Operation,Core manual task involving hand activity.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,208.1547,#C C takes bottle from cabinet,Walking Outdoors,Object Transfer,Logistics action of picking up an object.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,220.32043,#C C looks at bottle from cabinet,Walking Outdoors,Search,"Head movement (visual inspection), hands mostly still.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,293.38904,#C C looks at tubes,Walking Outdoors,Search,"Head movement (looking), hands mostly still.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,295.38891,#C C puts tubes down,Walking Outdoors,Object Transfer,"Action involves placing objects, short bursts of hand acceleration.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,323.63478,#C C looks at glass,Walking Outdoors,Search,"Head movement (visual search), hands mostly still.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,368.04683,#C C puts glass down,Walking Outdoors,Object Transfer,Logistics step of placing an object.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,498.224,#C C writes on the glove,Walking Outdoors,Essential Operation,Core manual task involving high hand activity.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,564.3646833333333,#C C puts plastic in bin,Walking Outdoors,Object Transfer,Logistics action of putting an item into a bin.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,656.6899433333333,#C C writes on the glass with a mark pen,Walking Outdoors,Essential Operation,Core manual task involving high hand activity.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,676.4629333333334,#C C puts calculator down,Walking Outdoors,Stationary,The action describes a static action (putting something down) rather than movement through space.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,678.6663133333334,#C C swings with chair,Walking Outdoors,Stationary,"[CtxFixed] The action of swinging with a chair does not involve movement from one location to another, nor does it involve transferring an object or searching for something. It is a stationary action where the person is engaged in a repetitive motion with the chair.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,755.4278433333334,#C C opens tube,Walking Outdoors,Object Transfer,Logistics step involving opening an object.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,788.0796433333334,#C C puts liquid in test tube,Walking Outdoors,Essential Operation,Core manual task involving precise hand movements.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,795.2402933333333,#C C closes bottle,Walking Outdoors,Essential Operation,Closing a bottle involves a specific manual task with high hand activity.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,831.3745533333333,#C C takes liquid from bottle using measuring tube,Walking Outdoors,Essential Operation,Core task involving manual manipulation with high hand activity.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,988.7324733333334,#C C sanitizes pack,Walking Outdoors,Stationary,"The action describes a static activity (sanitizing), not involving movement through space.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1038.2711833333333,#C C sanitizes bottle,Walking Outdoors,Essential Operation,Core manual task involving high hand activity.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1078.3534926666666,#C C sanitizes measuring tube,Walking Outdoors,Essential Operation,Core task involving high hand activity.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1129.0622166666667,#C C closes cabinet,Walking Outdoors,Stationary,The action of closing a cabinet is a discrete movement that does not involve continuous locomotion or high body acceleration.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1139.7559766666666,#C C puts plastic box down,Walking Outdoors,Object Transfer,"The action involves placing an object (putting down a plastic box), which is a logistics step.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1180.9150066666666,#C C puts water gun aside,Walking Outdoors,Object Transfer,"The action involves setting aside an object, which is a logistics step.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1187.3902666666668,#C C puts water gun down,Walking Outdoors,Stationary,"Putting an object down indicates a pause in movement, low energy state.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1287.7900166666666,#C C opens machine,Walking Outdoors,Object Transfer,"Action involves opening a machine, which is a logistics step.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1292.9428266666666,#C C puts tube in drawer,Walking Outdoors,Object Transfer,Logistics step involving placing an object in a drawer.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1328.619146666667,#C C holds test tube,Walking Outdoors,Stationary,The action describes holding a test tube which involves minimal movement.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1385.2490466666668,#C C puts liquid in tube,Walking Outdoors,Essential Operation,Core manual task involving precise hand movements.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1456.5240166666667,#C C takes liquid from bottle,Walking Outdoors,Essential Operation,Core manual task involving the hands with high activity.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1524.9868566666669,#C C closes tube,Walking Outdoors,Stationary,Closing a tube is a brief action that does not involve significant movement.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1571.0786566666666,#C C puts liquid in glass,Walking Outdoors,Essential Operation,"Core manual task involving pouring liquid, high hand activity.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1652.81564,#C C puts #unsure down,Walking Outdoors,Stationary,"The action indicates a pause or uncertainty, suggesting low body and hand motion.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1661.09651,#C C opens #unsure,Walking Outdoors,Stationary,"The action is unclear, but it seems like a brief, stationary interaction.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1687.45432,#C C picks tube from container,Walking Outdoors,Object Transfer,Logistics step of picking up an object.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1720.15038,#C C picks tube,Walking Outdoors,Object Transfer,Logistics step involving picking up an object.,silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1723.31006,#C C takes liquid from test tube,Walking Outdoors,Essential Operation,"Core task involving manipulation with hands, likely requiring fine motor skills.",silver,11,r001
0e417ecf-8900-484b-bfb3-ccafef9a185b,1793.60987,#C C closes fridge,Walking Outdoors,Stationary,"Action is performed while stationary, not involving locomotion.",silver,11,r001
111ee12a-6af2-4bfc-8586-e706568fd078,52.7252906,#C C cleans the camera with the cotton wool.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver,11,r001
111ee12a-6af2-4bfc-8586-e706568fd078,129.18756059999998,#C C moves the brush from his left to his right hand.,Cleaning,Object Transfer,Logistics of moving an object between hands.,silver,11,r001
111ee12a-6af2-4bfc-8586-e706568fd078,146.41820059999998,#C C holds the camera with his right hand.,Cleaning,Stationary,Holding an object with minimal movement.,silver,11,r001
111ee12a-6af2-4bfc-8586-e706568fd078,172.73921059999998,#C C drops the cotton wool on the table.,Cleaning,Object Transfer,Refined via regex fallback,silver,11,r001
111ee12a-6af2-4bfc-8586-e706568fd078,659.369181432255,#C C sprays the camera in his left hand with the air blow gun in his right hand. #Unsure,Cleaning,Essential Operation,Core cleaning task involving high hand activity with both hands.,silver,11,r001
111ee12a-6af2-4bfc-8586-e706568fd078,678.1100114322551,#C C holds the camera with both hands.,Cleaning,Stationary,"Low body/hand motion, holding an object without movement.",silver,11,r001
111ee12a-6af2-4bfc-8586-e706568fd078,875.7875954322551,#C C cleans the camera with the cleaning brush in his right hand.,Cleaning,Essential Operation,Core task involving manual operation with the cleaning brush.,silver,11,r001
