video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round
01d793c6-e235-4af1-8a1d-c70dcf0c8654,36.544779600000005,#C C places the spirit level beside the cable channel.,Carpentry,Object Transfer,"The action involves placing an object, which is a logistics step.",silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,43.9902996,#C C pushes the cable channel against the wall with his right hand.,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,96.0154796,#C C picks up a second power drill.,Carpentry,Object Transfer,Logistics step involving picking up an object.,silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,154.8288696,#C C picks up a plier with his left hand.,Carpentry,Object Transfer,Logistics step of picking up an object.,silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,156.48742959999998,#C C hammers the screw with the plier.,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,268.3498396,#C C removes the cable channel from the wood platform.,Carpentry,Object Transfer,Logistics step involving removing an object from a location.,silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,270.0568996,#C C marks the cable channel with the pen.,Carpentry,Essential Operation,"Core manual task, high hand activity.",silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,281.9858396,#C C separates the cable channel with his hands.,Carpentry,Essential Operation,Core task involving high hand activity.,silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,293.2683909546634,#C C disconnects one of the sides of the conduit with the screwdriver,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,302.8176309546634,#C C turns the plastic conduit in both hands,Carpentry,Essential Operation,"High hand activity, core manual task.",silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,391.4896309546634,#C C marks the ceiling with the pen around the plastic conduit,Carpentry,Search,Visual search or monitoring (marking around the conduit),silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,465.6356709546634,#C C raises the ceiling slab with both hands,Carpentry,Locomotion,"Body moving through space with a heavy object, indicating high body acceleration.",silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,568.93845762133,#C C fixes a screw on the drill bit of the screw gun,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,572.42152762133,#C C holds the plastic conduit with his left hand,Carpentry,Stationary,"Low body/hand motion, holding an object without moving.",silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,582.06169762133,#C C adjusts the plastic conduit with his left thumb,Carpentry,Stationary,"Fine motor adjustment with one thumb, minimal body movement.",silver,9,r001
01d793c6-e235-4af1-8a1d-c70dcf0c8654,595.95119762133,#C C places the screw gun with the screw on the plastic conduit on the wall,Carpentry,Object Transfer,"Logistics of placing objects, involves moving items to a specific location.",silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,95.1181486,#C C pushes the chopping board,Cooking,Essential Operation,"Core task involving manual manipulation, high hand activity.",silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,364.8514586458333,#C C places knife on the chopping board,Cooking,Object Transfer,Logistics step involving placing an object.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,441.4705686458333,#C C places garlic on the chopping board,Cooking,Object Transfer,"Logistics step, placing an object.",silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,446.14425864583336,#C C puts garlic skin in the bowl,Cooking,Object Transfer,Logistics step involving moving an object.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,454.0868386458333,#C C stirs the food in the frying pan,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,592.8384721677083,#C C wets her hand,Cooking,Essential Operation,Core task involving manual operation with high hand activity.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,659.3828821677084,#C C scoops the seasoning,Cooking,Essential Operation,Core task involving high hand activity.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,722.2541721677084,#C C takes the double oven gloves from the oven rack,Cooking,Object Transfer,"Logistics/Setup step, picking up an object.",silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,729.2491121677084,#C C takes the tray out of the oven,Cooking,Object Transfer,Logistics step involving picking up and moving an object.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,751.6865721677084,#C C stirs the food with a wooden spoon,Cooking,Essential Operation,Core task involving repetitive hand movements.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,773.9702221677084,#C C puts the cap on the counter,Cooking,Object Transfer,Logistics step involving placing an object.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,859.8193521677083,#C C moves the wooden spoon onto the rack,Cooking,Object Transfer,Logistics action involving moving an object to a specific location.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,889.0244821677084,#C C pushes the rack in,Cooking,Stationary,"Low body/hand motion, likely involves minimal movement.",silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,893.9190421677083,#C C rinses her hand,Cooking,Essential Operation,Core task involving high hand activity.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,926.2526621677084,#C C washes the pan scouring pad,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,931.1489321677084,#C C rinses the left hand,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,934.2290621677084,#C C pours the water from the pan,Cooking,Essential Operation,Core task involving manual operation with high hand activity.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,936.8397521677084,#C C washes the pan with the scouring pad,Cooking,Essential Operation,Core task involving high hand activity.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,971.8142621677084,#C C puts the kitchen towel back,Cooking,Object Transfer,Logistics/Setup step.,silver,9,r001
024713b7-b198-4502-a114-02ca0485353b,1058.0610021677085,#C C takes the pasta from the counter,Cooking,Object Transfer,Logistics/Setup step.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,131.96292526666667,#C C walks towards a dining area,Playing Instrument,Locomotion,Body moving through space (walking).,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,145.20967526666666,#C C looks at photos hanged on a wall,Playing Instrument,Search,"Head movement (visual inspection), hands mostly still.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,254.50711526666663,#C C reads from a tablet,Playing Instrument,Stationary,"Low body/hand motion, focused activity.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,547.7871052666668,#C C rests left leg on the right one.,Playing Instrument,Stationary,The action describes a resting position with no significant movement.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,766.2358219333335,#C C moves the left leg,Playing Instrument,Locomotion,"Body moving through space, likely involves some level of body acceleration.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1131.6216619333336,#C C places the tiles on the table,Playing Instrument,Object Transfer,"The action involves placing objects (tiles) on a surface, which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1148.4619719333336,#C C picks a tile from the table,Playing Instrument,Object Transfer,Logistics step involving picking up an object.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1152.0518919333335,#O a child X picks a tile from the table,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1159.923101933333,#O a child X places the tile on rack,Playing Instrument,Object Transfer,"Logistics step, placing an object.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1164.2321419333334,#O a woman Z walks to the table,Playing Instrument,Locomotion,"The action describes movement through space, indicating walking.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1173.3760819333334,#O a woman Z picks a bag of tiles from the table,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1236.4326619333333,#O a woman Z places the tiles on the table,Playing Instrument,Object Transfer,"Placing objects (tiles) on a surface, involves short bursts of hand activity.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1257.2451819333332,#C C picks a tile from the rack,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1264.0207319333335,#C C pushes the tiles on the table,Playing Instrument,Object Transfer,"The action involves moving objects (tiles), which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1291.6039219333334,#O a child Y speaks,Playing Instrument,Stationary,"Low body/hand motion, speaking involves minimal physical movement.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1309.7242619333333,#O a child Y places the tile on the rack,Playing Instrument,Object Transfer,Logistics step involving placing an object.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1328.3416519333337,#O a child X places the tiles on the table,Playing Instrument,Object Transfer,"The action involves placing objects, which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1360.8778419333337,#O a woman Z picks a tile from the rack,Playing Instrument,Object Transfer,Logistics step involving picking up an object.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1398.1623319333337,#C C moves dice on the table,Playing Instrument,Object Transfer,Logistics step involving moving an object (dice).,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1436.9430286,#C C removes dice from the purse,Playing Instrument,Object Transfer,Logistics/Setup step involving picking up and transferring an object.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1440.7331486,#C C moves purse on the table,Playing Instrument,Object Transfer,"Logistics step, moving an object.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1672.3621386,#O person A talks to person B,Playing Instrument,Stationary,Low body/hand motion.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1687.7846986,#O person A hands over a bag of number tiles to person B,Playing Instrument,Object Transfer,Logistics/Setup step involving transferring an object.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1697.3278086,#O person B hands over a bag of number tiles to #C,Playing Instrument,Object Transfer,Logistics/Setup step involving handing over an object.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1698.3465686,#C C picks a bag of number tiles from a table,Playing Instrument,Object Transfer,Logistics/Setup step involving picking up an object.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1705.4963386,#O person B touches his number tiles with his palms on a table,Playing Instrument,Stationary,The action describes touching objects with hands while remaining in a stationary position.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1729.3686286,#O person B touches his number tiles,Playing Instrument,Stationary,The action 'touches his number tiles' suggests a stationary activity with minimal body movement.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1742.9941286,#O person T hands over to person A a bag of number tiles,Playing Instrument,Object Transfer,"Logistics/Transfer step, passing an object.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1770.6851986,#O person B gestures to person #c with his hands,Playing Instrument,Stationary,"Low body/hand motion, likely involves hand gestures without significant movement.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1839.3428286,#O Person B picks a number tile from a table,Playing Instrument,Object Transfer,"Logistics step, picking up an object.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1884.9141386,#o person B passes a number tile to person T,Playing Instrument,Object Transfer,"Passing an object, involves short bursts of hand acceleration.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1905.5518886,#O a boy E places his scrabble tile on a scrabble racks,Playing Instrument,Object Transfer,"The action involves placing an object (scrabble tile) onto a rack, which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1911.4141386,#O a boy E leans on her hands,Playing Instrument,Stationary,"Low body/hand motion, indicative of a resting or idle posture.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1945.1495286,#O a boy E organizes scrabble tiles,Playing Instrument,Object Transfer,Logistics/Setup step (organizing scrabble tiles).,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1961.2988486,#O a boy E picks a scrabble tile,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,1985.1854086,#O a boy E scraps his face,Playing Instrument,Essential Operation,[CtxFixed] The action of scraping his face is an essential operation that involves a personal care activity.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2025.6588286,#O a boy E drops the scrabble tiles on the table,Playing Instrument,Object Transfer,Refined via regex fallback,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2035.6069986,#O a boy E touches his face,Playing Instrument,Stationary,"Low body/hand motion, touching face is a minor action.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2151.807645266667,#O a boy Q holds his head,Playing Instrument,Stationary,The action describes a static pose with no significant movement.,silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2158.776175266667,#O a boy Q converses with C,Playing Instrument,Stationary,"Low body/hand motion, likely involves speaking.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2173.362475266667,#O a boy Q touches a scrabble tile rack,Playing Instrument,Stationary,"The action described involves touching an object, which likely involves minimal movement and can be categorized as a stationary action.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2200.6197552666667,#O man R looks at the chips,Playing Instrument,Search,"Head movement (visual inspection), hands mostly still.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2465.445465266667,#C C stares at the tablet phone,Playing Instrument,Stationary,"Low body/hand motion, focused attention.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2678.779815266667,#C C scrolls tablet phone,Playing Instrument,Stationary,"Low body/hand motion, indicative of a stationary activity.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,2922.8719119333336,#O a boy K picks a table phone,Playing Instrument,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,3384.5684319333336,#C C twists the left leg,Playing Instrument,Stationary,"Low body/hand motion, likely maintaining a seated position while playing.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,3444.429341933333,#O Child X looks at C,Playing Instrument,Search,"Head movement (visual attention), passive hands.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,3458.222711933334,#C C scrolls the screen with finger,Playing Instrument,Stationary,"Low body/hand motion, focused on screen interaction.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,3783.4214186,#C C scrolls the phone with finger,Playing Instrument,Stationary,"Low body/hand motion, focused on a small device.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,3802.4335786,#C C scratches himself on the coach,Playing Instrument,Stationary,"Low body/hand motion, likely idle or seated activity.",silver,9,r001
025c24db-1ab3-462e-888a-3598fd777ee2,4180.2952586,#C C swings the feet.,Playing Instrument,Stationary,Swinging the feet while playing an instrument suggests a stationary position with minimal body movement.,silver,9,r001
03634630-7d25-4d31-aeda-b9747f09034d,477.92945,#O female X gives back the luggage to C,Walking Outdoors,Object Transfer,"The action involves giving back an object (luggage), which is a logistics step.",silver,9,r001
03634630-7d25-4d31-aeda-b9747f09034d,479.61994,#C C carries the luggage.,Walking Outdoors,Locomotion,"Body moving through space with an object (luggage), high body acceleration.",silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,213.47129526666663,#C C scrolls the computer desktop,Desk Work,Stationary,"Low body/hand motion, mostly finger movement.",silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,286.94935526666666,#C C Presses button on the keyboard,Desk Work,Essential Operation,Core task involving high hand activity.,silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,1098.3546952666666,#c c scrolls down using keyboard,Desk Work,Stationary,"Low body/hand motion, primarily finger movement.",silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,1736.7834519333333,#C C watches the computer screen,Desk Work,Search,"Head movement (visual monitoring), hands mostly still.",silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,2354.9377219333333,#C C looks at a mat on the floor,Desk Work,Search,"Head movement (visual search), passive hands.",silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,2358.7321619333334,#C C looks at a corridor,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,2456.172661933333,#C C descends the stairs,Desk Work,Locomotion,"Body moving through space (descending stairs), high body acceleration.",silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,2492.476221933334,#C C washes the utensil,Desk Work,Essential Operation,Core task involving manual activity with high hand acceleration.,silver,9,r001
073d8415-2689-451c-a43d-147335ef0003,2537.6816519333333,#C C walks about the kitchen,Desk Work,Locomotion,"Body moving through space, indicative of walking.",silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,35.414159600000005,#C C folds the nylon with her hands,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,92.7359896,#C C cuts the loaf of bread in half with her right hand,Cooking,Essential Operation,Core task involving high hand activity.,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,130.4097696,#C C picks a cheese from the bowl with her left hand,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,155.4826596,#C C cuts the second piece of beef into pieces with her hands,Cooking,Essential Operation,Core task involving high hand activity.,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,183.4077396,#C C closes the covering of the plate of ham with her hands #unsure,Cooking,Object Transfer,"Closing the covering involves a logistics step, likely with short bursts of hand acceleration.",silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,258.10474960000005,#C C puts the bottle of cream in the refrigerator door compartment with her right hand,Cooking,Object Transfer,Logistics step of placing the bottle in the refrigerator.,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,305.4582909546634,#C C opens the packaged cheese with her hands,Cooking,Object Transfer,Logistics step involving opening a package.,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,325.8878509546634,#C C closes an oven of the cooker with her left hand,Cooking,Object Transfer,"Closing an oven involves a specific interaction with an object, which is a logistics step.",silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,345.1516009546634,#C C grabs a rub on the stair with her left hand,Cooking,Object Transfer,"[CtxFixed] The action involves C grabbing a rub, which is a deliberate movement to take an object (the rub). This fits the definition of Object Transfer as it involves moving an object.",silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,369.24267095466337,#C C adjusts the cloth with her leg,Cooking,Stationary,"Adjusting the cloth with her leg indicates minimal movement, likely while standing still.",silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,466.50974095466336,#C C walks toward a dinning table,Cooking,Locomotion,Body moving through space (walking).,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,473.6597709546634,#C C picks a picture frame on the dinning table with her hands,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,499.4652809546634,#C C reassembles the picture frame with her hands,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,544.0429109546634,#C C opens the picture frame stand with her left hand,Cooking,Object Transfer,"Action involves manipulating an object, indicative of logistics/setup.",silver,9,r001
0b90f635-f966-4b97-988d-6594183bc08d,566.8514809546634,#C C walks toward the oven,Cooking,Locomotion,"Body moving through space, high body acceleration.",silver,9,r001
