video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,19.37658,#C C adjusts the engine body on the workbench with both hands,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,6,r001
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,54.05055,#C C holds the engine body on the workbench with his left hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding position.",silver,6,r001
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,73.12878,#C C holds the engine body with his left hand.,Mechanical Repair,Stationary,"The action describes holding an object, which involves minimal movement and is essentially a static position.",silver,6,r001
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,86.44813,#C C holds the engine body with his right hand.,Mechanical Repair,Stationary,"Low body/hand motion, holding an object in place.",silver,6,r001
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,237.93183,#C C wipes the engine body with his left hand.,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver,6,r001
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,288.6781,#C C scrapes the edge of the engine body with the utility knife in both hands.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,6,r001
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,414.69938,#C C adjusts a workbench vise handle with his left hand.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,6,r001
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,493.20951,#C C adjusts the wire plug with his left hand.,Mechanical Repair,Essential Operation,"Core manual task, high hand activity.",silver,6,r001
0066ab25-04ad-41b2-89ab-283d2bfa1c4b,512.33744,#C the man X walks towards C.,Mechanical Repair,Locomotion,Body moving through space (walking).,silver,6,r001
02877cad-35c5-423b-8e93-11cf79fe4b31,40.0929886,#C c checks the time on the wrist watch,Walking Outdoors,Search,"Head movement (checking time), hands mostly still.",silver,6,r001
02877cad-35c5-423b-8e93-11cf79fe4b31,1091.0485790544828,#C c stops at the bridge to view,Walking Outdoors,Stationary,"The action indicates a pause, with low body and hand motion.",silver,6,r001
055ba601-c243-4d4a-8a2c-694a5c88824c,57.17234,#C C untwists earphones,Walking Outdoors,Stationary,"The action involves manipulating an object in a relatively static position, with minimal body movement.",silver,6,r001
055ba601-c243-4d4a-8a2c-694a5c88824c,209.26258,#C C takes out the phone,Walking Outdoors,Stationary,The action of taking out the phone is a quick motion and does not involve continuous movement or high body acceleration.,silver,6,r001
055ba601-c243-4d4a-8a2c-694a5c88824c,356.45734,#C C takes photos with the phone,Walking Outdoors,Stationary,Taking photos is a relatively stationary activity with minimal body movement.,silver,6,r001
055ba601-c243-4d4a-8a2c-694a5c88824c,600.0439333333334,#C C plays with his hands,Walking Outdoors,Stationary,"Low body/hand motion, playing with hands indicates a pause in locomotion.",silver,6,r001
055ba601-c243-4d4a-8a2c-694a5c88824c,1061.7600733333334,#C C rides with no hands on bike's handlebars,Walking Outdoors,Locomotion,Body moving through space during an outdoor activity (riding a bike).,silver,6,r001
05d231ed-7457-441f-b8ff-1393576989bc,6.3193386,#C C exercises with gym weights,Desk Work,Essential Operation,Core manual task involving physical activity with weights.,silver,6,r001
05d231ed-7457-441f-b8ff-1393576989bc,116.6357586,#C C exercises the body,Desk Work,Stationary,"The action implies a static activity such as stretching or light exercise while seated, with minimal movement.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,338.0130909546634,#C C drops the spatula,Cooking,Object Transfer,"[CtxFixed] The action of dropping the spatula can be interpreted as a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,339.1738609546634,#C C picks a fork and a knife,Cooking,Object Transfer,Logistics/Setup step involving picking up objects.,silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,397.6531609546634,#C C picks a piece of #unsure,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,414.3487709546634,#C C looks at the pan,Cooking,Search,"Head movement (visual inspection), hands mostly still.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,476.1534209546634,#C C holds knife and fork,Cooking,Stationary,"Low body/hand motion, holding items without moving through space.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,627.8387909546634,#c c turns the deep fried pouch,Cooking,Locomotion,Turning involves body movement through space.,silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,732.5490109546633,# cc wipes his hands on a hand towel,Cooking,Stationary,"Low body/hand motion, wiping hands is a minor action.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,876.4912109546634,#C C picks ingredient from the tin,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,946.2571509546634,#O a man T picks #unsure,Cooking,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1078.1435409546634,#C C drops the container,Cooking,Object Transfer,"[CtxFixed] The action of dropping the container is a deliberate placement, similar to the previous action of dropping the plate. Both actions involve the intentional release of an object onto a surface.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1257.542260954663,#C C drops the lid and the fork,Cooking,Object Transfer,"[CtxFixed] The action involves dropping the lid and the fork, which can be considered a deliberate placement of objects onto a surface.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1267.7562809546632,#C C picks the spoon and the knife,Cooking,Object Transfer,Logistics step involving picking up objects.,silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1280.0472909546634,#C C turns the #unsure,Cooking,Stationary,"Low body/hand motion, likely adjusting posture or position.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1395.1475609546633,#C C walks arond,Cooking,Locomotion,"Body moving through space, high body acceleration.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1418.7159609546634,#C C puts together the #unsure,Cooking,Stationary,"Low body/hand motion, possibly indicating a pause or setup.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1460.1562209546632,#C C presses the #unsure,Cooking,Stationary,"Low body/hand motion, possibly interacting with a control or button.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1553.3085209546634,#C C picks a pestle,Cooking,Object Transfer,Logistics/Setup step (picking up an object).,silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1564.7227709546632,#C C grinds the ingredient,Cooking,Essential Operation,Core task involving high hand activity.,silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1658.5868309546631,#C C checks if the #unsure is ready,Cooking,Search,"Head movement (visual check), passive hands.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1718.982400954663,#C C drops the fork and the spoon,Cooking,Object Transfer,"[CtxFixed] The action involves deliberately placing the fork and the spoon onto a surface, which fits the definition of Object Transfer.",silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1766.409020954663,#C C shakes the container,Cooking,Stationary,Shaking a container involves minimal body movement and is a relatively low-energy action.,silver,6,r001
0a01978c-e16d-4587-95f1-49efa3ab15d9,1796.466270954663,#C C picks the ingredient from the mortar,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,6,r001
