action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Stationary,5,,6,3169,watchlist_verb,yes,0,0.0,0,#C C holds the bowl with her left hand.,holds bowl with her left hand,"Low body/hand motion, holding an object.",r002,Cooking,,15.2304596,Gold,002d2729-df71-438d-8396-5895b349e8fd,yes
Task Operation,5,,3,8660,watchlist_verb,yes,0,0.0,0,#C C adjusts the tap with her right hand.,adjusts tap with her right hand,Adjusting the tap involves a core manual task with focused hand activity.,r002,Cooking,,88.91075959999999,Gold,002d2729-df71-438d-8396-5895b349e8fd,yes
Object Transfer,5,,37,118,,no,1,1.0,1,#C C turns on the tap with her right hand.,turns on tap with her right hand,Turning on the tap is a logistics step involving interaction with an object.,r002,Cooking,,153.1915296,Gold,002d2729-df71-438d-8396-5895b349e8fd,no
Task Operation,5,,5,5472,,no,0,0.0,0,#C C rinses the spoon under the tap with both hands.,rinses spoon under tap with both hands,Core task involving high hand activity.,r002,Cooking,,156.9325896,Gold,002d2729-df71-438d-8396-5895b349e8fd,no
Object Transfer,5,,36,126,,no,0,0.0,0,#C C turns off the tap with her right hand.,turns off tap with her right hand,Logistics step involving interaction with an object (turning off the tap).,r002,Cooking,,179.52054959999998,Gold,002d2729-df71-438d-8396-5895b349e8fd,no
Object Transfer,5,,7,2460,watchlist_verb,yes,0,0.0,0,#C C closes the cabinet with her right hand.,closes cabinet with her right hand,Logistics step involving closing a cabinet.,r002,Cooking,,206.8806196,Gold,002d2729-df71-438d-8396-5895b349e8fd,yes
Stationary,5,,6,3201,watchlist_verb,yes,0,0.0,0,#C C holds the spoon with both hands.,holds spoon with both hands,"Low body/hand motion, holding an object.",r002,Cooking,,363.3450309546634,Gold,002d2729-df71-438d-8396-5895b349e8fd,yes
Stationary,5,,4,5990,watchlist_verb,yes,0,0.0,0,#C C holds the pot on the counter top with her left hand.,holds pot on counter top with her left hand,"The action involves holding an object without movement, indicating low energy and stationary behavior.",r002,Cooking,,379.6122809546634,Gold,002d2729-df71-438d-8396-5895b349e8fd,yes
Object Transfer,5,,3,10057,,no,0,0.0,0,#C C drops the spoon in the pot with her right hand.,drops spoon in pot with her right hand,Refined via regex fallback,r002,Cooking,,385.57192095466337,Gold,002d2729-df71-438d-8396-5895b349e8fd,no
Object Transfer,5,,8,2026,watchlist_verb,yes,0,0.0,0,#C C opens a cabinet with her right hand.,opens cabinet with her right hand,Logistics step involving opening a cabinet.,r002,Cooking,,404.0762409546634,Gold,002d2729-df71-438d-8396-5895b349e8fd,yes
Task Operation,5,,5,5437,,no,0,0.0,0,#C C removes a layer of leeks with her right hand.,removes layer of leeks with her right hand,Core task involving high hand activity.,r002,Cooking,,448.9339309546634,Gold,002d2729-df71-438d-8396-5895b349e8fd,no
Task Operation,5,,5,5467,,no,0,0.0,0,#C C rinses the leeks with both hands under the tap.,rinses leeks with both hands under tap,Core task involving high hand activity.,r002,Cooking,,455.5991709546634,Gold,002d2729-df71-438d-8396-5895b349e8fd,no
Task Operation,5,,4,7996,,no,0,0.0,0,# C C rinses the knife with both hands.,rinses knife with both hands,Core task involving high hand activity.,r002,Cooking,,491.2121109546634,Gold,002d2729-df71-438d-8396-5895b349e8fd,no
Task Operation,5,,3,9609,,no,0,0.0,0,#C C chops the leeks on the chopping board with the knife in her right hand.,chops leeks on chopping board with knife in her right hand,Core task involving repetitive hand movements.,r002,Cooking,,511.6475609546634,Gold,002d2729-df71-438d-8396-5895b349e8fd,no
