action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Object Transfer,6,,10,1355,watchlist_verb,yes,0,0.0,0,#C C opens the washing machine door,opens washing machine door,Logistics action involving opening a door.,r002,Cleaning,,22.0735486,Gold,001e3e4e-2743-47fc-8564-d5efd11f9e90,yes
Object Transfer,6,,4,8285,,no,0,0.0,0,#C C takes the t-shirt from the clothes horse,takes t shirt from clothes horse,"Logistics/Setup step, involves picking up an object.",r002,Cleaning,,10.1377786,Gold,01ce4fd6-197a-4792-8778-775b03780369,no
Object Transfer,6,,4,8245,,no,0,0.0,0,#C C takes the clothes from the office desk,takes clothes from office desk,Logistics step involving picking up and moving an object.,r002,Cleaning,,96.8207286,Gold,01ce4fd6-197a-4792-8778-775b03780369,no
Stationary,6,,3,8773,watchlist_verb,yes,0,0.0,0,#C C holds the clothes horse,holds clothes horse,"Low body/hand motion, holding an object without movement.",r002,Cleaning,,105.0120186,Gold,01ce4fd6-197a-4792-8778-775b03780369,yes
Locomotion,6,,3,9122,watchlist_verb,yes,0,0.0,0,#C C moves the pan sideways,moves pan sideways,"Body moving through space, likely involves significant body acceleration.",r002,Cooking,,176.03952859999998,Gold,024713b7-b198-4502-a114-02ca0485353b,yes
Object Transfer,6,,3,11691,,no,0,0.0,0,#C C places garlic on the table,places garlic on table,Logistics step of moving the garlic to the table.,r002,Cooking,,309.4494786458333,Gold,024713b7-b198-4502-a114-02ca0485353b,no
Object Transfer,6,,13,876,,no,0,0.0,0,#C C puts garlic on the chopping board,puts garlic on chopping board,"Logistics step, moving the garlic to the chopping board.",r002,Cooking,,361.8326986458333,Gold,024713b7-b198-4502-a114-02ca0485353b,no
Essential Operation,6,,3,9933,,no,0,0.0,0,#C C drops the garlic on the chopping board,drops garlic on chopping board,"The action involves placing the garlic on the chopping board, which is a core manual task in the cooking process.",r002,Cooking,Object Transfer,379.4562886458333,Gold,024713b7-b198-4502-a114-02ca0485353b,no
Essential Operation,6,,8,2165,,no,0,0.0,0,#C C peels garlic with a knife,peels garlic with knife,Core task involving manual dexterity and high hand activity.,r002,Cooking,,422.34733864583336,Gold,024713b7-b198-4502-a114-02ca0485353b,no
Object Transfer,6,,4,6097,watchlist_verb,yes,0,0.0,0,#C C moves garlic on the chopping board,moves garlic on chopping board,"Logistics step, moving an object.",r002,Cooking,,480.44234864583336,Gold,024713b7-b198-4502-a114-02ca0485353b,yes
