action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Locomotion,7,,3,9240,watchlist_verb,yes,0,0.0,0,#C c opens the gate,opens gate,"Action involves moving through space, specifically opening a gate which is part of a walking scenario.",r002,Walking Outdoors,,942.7815157211496,Gold,02877cad-35c5-423b-8e93-11cf79fe4b31,yes
Locomotion,7,,3,9841,,no,0,0.0,0,#C C drives to the right.,drives to right,Body moving through space (driving involves movement).,r002,Walking Outdoors,,1937.2157566666667,Gold,053ae0a6-937d-4bdc-8001-d3dfe7899811,no
Stationary,7,,4,6194,watchlist_verb,yes,0,0.0,0,#C C touches the fence wire,touches fence wire,The action involves a brief touch interaction which is low in energy and does not involve significant motion.,r002,Walking Outdoors,,890.8565118293625,,057bf03d-b337-475c-82a2-79f0b5b6637f,yes
Locomotion,7,,12,1078,,no,1,1.0,1,#C C uproots the plant,uproots plant,"The action implies movement through space while performing an additional task, suggesting a locomotive context with some body acceleration.",r002,Walking Outdoors,,1308.3425516989582,Gold,057bf03d-b337-475c-82a2-79f0b5b6637f,no
Stationary,7,,56,54,watchlist_verb,yes,0,0.0,0,#C C holds the plant,holds plant,Holding an object with hands while possibly standing or moving minimally.,r002,Walking Outdoors,,1543.9000818017544,Gold,057bf03d-b337-475c-82a2-79f0b5b6637f,yes
Object Transfer,7,,3,11329,,no,0,0.0,0,#C C picks the plastic bottle,picks plastic bottle,"The action involves picking up an object, which is a logistics step.",r002,Walking Outdoors,,2057.6347906086594,Gold,057bf03d-b337-475c-82a2-79f0b5b6637f,no
Locomotion,7,,5,5708,,no,0,0.0,0,#C C uproots the plants,uproots plants,"The action implies movement through space, likely involving walking or physical activity that involves body motion.",r002,Walking Outdoors,,2155.099680608659,Gold,057bf03d-b337-475c-82a2-79f0b5b6637f,no
Task Operation,7,,9,1948,,no,0,0.0,0,#C C uproots a weed,uproots weed,Core manual task involving high hand activity.,r002,Walking Outdoors,,2737.549646816145,Gold,057bf03d-b337-475c-82a2-79f0b5b6637f,no
Object Transfer,7,,8,2392,,no,0,0.0,0,#C C takes meat on the plate with the fork.,takes meat on plate with fork,Logistics step involving picking up and moving an object.,r002,Cleaning,,33.3762996,Gold,064e10ee-10ae-4dec-a836-2ca94b02551c,no
Object Transfer,7,,3,10066,,no,0,0.0,0,#C C drops the table knife.,drops table knife,"[CtxFixed] The action of dropping the table knife is a deliberate placement of an object onto a surface, which fits the criteria for 'Object Transfer'.",r002,Cleaning,,211.7558596,Gold,064e10ee-10ae-4dec-a836-2ca94b02551c,no
Task Operation,7,,3,9732,,no,0,0.0,0,#C C cuts chicken with the fork and the table knife.,cuts chicken with fork and table knife,Core manual task involving high hand activity.,r002,Cleaning,,346.2551809546634,Gold,064e10ee-10ae-4dec-a836-2ca94b02551c,no
Object Transfer,7,,3,9577,,no,0,0.0,0,#C C carries the plate with her right hand.,carries plate with her right hand,Moving an object from one place to another.,r002,Cleaning,,547.8440409546635,Gold,064e10ee-10ae-4dec-a836-2ca94b02551c,no
Task Operation,7,,3,9457,,no,0,0.0,0,#C C applies soap to the sponge.,applies soap to sponge,Core manual task involving high hand activity.,r002,Cleaning,,594.7019109546634,Gold,064e10ee-10ae-4dec-a836-2ca94b02551c,no
Object Transfer,7,,3,9576,,no,0,0.0,0,#C C carries a plate in the sink.,carries plate in sink,Logistics of moving the plate to the sink.,r002,Cleaning,,625.4402609546634,Gold,064e10ee-10ae-4dec-a836-2ca94b02551c,no
Object Transfer,7,,6,3541,,no,0,0.0,0,#O man A puts a card on the table,man puts card on table,Logistics/Setup step (placing an object).,r002,Playing Instrument,,56.8982886,Gold,07884569-3860-4a20-8c85-278eefbd678e,no
Stationary,7,,26,241,,no,0,0.0,0,#C C plays cards with man A,plays cards with man,"Low body/hand motion, likely involves holding cards and interacting.",r002,Playing Instrument,,74.5736786,Gold,07884569-3860-4a20-8c85-278eefbd678e,no
Object Transfer,7,,5,4784,,no,0,0.0,0,#O man A puts hand on the cards,man puts hand on cards,"The action involves picking up or putting down objects, which is a logistics step.",r002,Playing Instrument,,77.7208286,Gold,07884569-3860-4a20-8c85-278eefbd678e,no
